@relation  wine
@attribute Alcohol real[11.0,14.9]
@attribute MalicAcid real[0.7,5.8]
@attribute Ash real[1.3,3.3]
@attribute AlcalinityOfAsh real[10.6,30.0]
@attribute Magnesium real[70.0,162.0]
@attribute TotalPhenols real[0.9,3.9]
@attribute flavanoids real[0.3,5.1]
@attribute NonflavanoidsPhenols real[0.1,0.7]
@attribute Proanthocyanins real[0.4,3.6]
@attribute ColorIntensity real[1.2,13.0]
@attribute Hue real[0.4,1.8]
@attribute OD280/OD315 real[1.2,4.0]
@attribute Proline real[278.0,1680.0]
@attribute Class{1,2,3}
@inputs Alcohol, MalicAcid, Ash, AlcalinityOfAsh, Magnesium, TotalPhenols, flavanoids, NonflavanoidsPhenols, Proanthocyanins, ColorIntensity, Hue, OD280/OD315, Proline
@outputs Class
@data
14.06, 2.15, 2.61, 17.6, 121.0, 2.6, 2.51, 0.31, 1.25, 5.05, 1.06, 3.58, 799.1366123424696, 1
13.63, 1.81, 2.907796816063997, 17.2, 120.98745348001538, 3.8951359159301817, 3.7323008008842122, 0.3, 1.46, 9.98477548481542, 1.28, 2.88, 1310.0, 1
13.692550622251012, 1.92, 2.72, 28.338266000835752, 149.24567384162117, 2.8, 3.14, 0.33, 1.97, 6.2, 1.07, 2.8886363512111446, 1280.0, 1
13.83, 1.57, 2.62, 20.0, 115.0, 2.95, 3.4, 0.4, 1.72, 6.6, 1.13, 2.57, 1130.0, 1
13.64, 0.8605984239514447, 1.7814706050049212, 15.2, 116.0, 2.7, 3.03, 0.17, 1.66, 11.568381869226783, 0.96, 3.36, 845.0, 1
11.728778925009253, 4.317665703319401, 2.21, 23.328078243678455, 96.0, 2.65, 2.33, 0.26, 1.98, 2.5255781961897337, 1.04, 2.036769438077875, 1035.0, 1
13.28, 1.64, 2.84, 19.535455646304285, 110.0, 2.6, 2.68, 0.22085789337774225, 1.36, 4.6, 1.09, 2.78, 880.0, 1
13.88, 1.89, 2.59, 15.0, 144.51220211165776, 3.25, 3.56, 0.17, 1.7, 5.43, 0.88, 3.56, 1095.0, 1
14.21, 4.04, 2.44, 18.9, 111.0, 0.9445668648566508, 2.65, 0.3, 1.25, 4.770321572704781, 0.87, 3.33, 1080.0, 1
13.56, 1.73, 2.46, 20.5, 151.45003151182317, 2.96, 2.78, 0.2, 2.45, 6.25, 0.98, 3.03, 770.52881593968, 1
14.435509194418675, 5.108713538061994, 2.3, 26.16536340833766, 118.0, 3.2, 3.3859449032428546, 0.26, 0.7684065692984514, 6.38, 0.94, 3.31, 970.0, 1
13.67, 1.25, 1.92, 18.0, 112.916085076266, 1.783436740814577, 1.79, 0.36860067454832623, 0.73, 3.8, 1.4896345862861802, 2.46, 630.0, 2
13.34, 3.048097683733352, 2.36, 17.0, 110.0, 2.53, 1.3, 0.55, 0.42, 3.17, 1.02, 1.8775543069181855, 1544.8476665441058, 2
12.395067715946368, 0.99, 2.011653330529028, 14.8, 136.0, 1.9, 1.85, 0.35, 1.7827302891255195, 3.4, 1.06, 2.31, 750.0, 2
12.7, 3.87, 2.4, 22.983036313295138, 101.0, 2.83, 2.55, 0.43, 1.95, 2.57, 1.19, 2.262488062088957, 463.0, 2
12.08, 1.33, 2.3, 23.6, 70.0, 2.5912864902269295, 1.59, 0.42, 1.38, 1.74, 1.07, 3.186243832201288, 709.3774481684384, 2
12.29, 3.17, 2.21, 18.0, 88.0, 2.85, 2.99, 0.45, 2.81, 2.3, 1.42, 2.83, 406.0, 2
12.34, 2.45, 2.46, 21.0, 106.45340943440175, 2.56, 2.11, 0.34, 1.31, 2.8, 0.8, 3.788498175560613, 438.0, 2
12.51, 1.73, 1.98, 20.5, 85.0, 3.821563017629451, 1.92, 0.32, 1.48, 2.94, 1.04, 3.57, 672.0, 2
12.22, 1.29, 1.5201729477895827, 19.0, 92.0, 2.36, 2.04, 0.39, 2.08, 2.7, 0.86, 3.02, 312.0, 2
11.274217356223199, 3.74, 1.82, 19.5, 107.0, 3.18, 4.626027902105363, 0.4205265627523248, 3.58, 2.9, 0.5148565701476431, 2.81, 832.7555461378665, 2
12.52, 2.43, 2.17, 21.0, 88.0, 2.55, 2.27, 0.26, 1.22, 6.137021716576308, 0.9, 2.78, 325.0, 2
12.77, 3.43, 1.98, 16.0, 80.0, 1.63, 1.25, 0.4495645241228782, 0.5342073798492103, 3.4, 0.7, 2.12, 372.0, 2
12.07, 2.16, 2.17, 21.531147185138227, 85.0, 2.6, 2.65, 0.691384405314779, 1.35, 2.76, 0.7264675484799006, 3.28, 378.0, 2
11.719605120788236, 2.99, 2.4, 20.0, 104.0, 1.3, 1.22, 0.24, 1.8668037291306079, 5.4, 0.74, 1.42, 1298.4049464823688, 3
12.6, 2.46, 1.41408988761578, 18.5, 150.29082354164933, 1.62, 0.66, 0.37192417585102944, 0.94, 7.1, 0.73, 1.58, 695.0, 3
13.52, 4.715043076922894, 2.72, 23.5, 97.0, 1.55, 0.49574998770741513, 0.5, 1.8768662694554932, 6.375255087850443, 0.89, 2.06, 520.0, 3
13.62, 4.95, 2.35, 20.0, 92.0, 2.0, 0.8, 0.47, 1.02, 4.4, 0.91, 2.05, 550.0, 3
13.23, 3.3, 2.224600712704612, 18.5, 98.0, 2.086767213555697, 2.619851935077424, 0.61, 1.87, 10.52, 0.56, 1.230814647309206, 675.0, 3
13.45, 3.7, 2.6, 23.0, 111.0, 3.63750448593346, 0.92, 0.43, 1.46, 10.68, 0.6919025842314359, 1.56, 695.0, 3
12.77, 5.614314584763328, 2.28, 19.5, 86.0, 1.39, 1.2945450997433032, 0.48, 0.64, 9.899999, 0.57, 1.63, 470.0, 3
13.27, 4.28, 2.26, 20.0, 120.0, 1.59, 0.69, 0.43, 1.35, 10.2, 0.5276046001183812, 1.56, 835.0, 3
13.17, 2.59, 2.37, 20.0, 120.0, 1.65, 4.520590204238097, 0.5536544442301743, 2.908228283959494, 9.3, 1.2445960426806928, 1.62, 840.0, 3
11.2031194216579, 3.99, 2.51, 13.2, 128.0, 3.0, 3.04, 0.2, 2.9316897092693694, 5.1, 0.89, 3.53, 760.0, 1
11.82, 2.094034063628417, 1.70259515922577, 20.082802145528326, 86.0, 2.5, 1.64, 0.37, 1.42, 2.06, 1.437499911020859, 2.44, 717.0584764371297, 2
13.4, 3.91, 2.48, 23.0, 102.0, 1.8, 0.75, 0.43, 1.41, 4.644089456238805, 0.7, 1.56, 750.0, 3
