@relation  wine
@attribute Alcohol real[11.0,14.9]
@attribute MalicAcid real[0.7,5.8]
@attribute Ash real[1.3,3.3]
@attribute AlcalinityOfAsh real[10.6,30.0]
@attribute Magnesium real[70.0,162.0]
@attribute TotalPhenols real[0.9,3.9]
@attribute flavanoids real[0.3,5.1]
@attribute NonflavanoidsPhenols real[0.1,0.7]
@attribute Proanthocyanins real[0.4,3.6]
@attribute ColorIntensity real[1.2,13.0]
@attribute Hue real[0.4,1.8]
@attribute OD280/OD315 real[1.2,4.0]
@attribute Proline real[278.0,1680.0]
@attribute Class{1,2,3}
@inputs Alcohol, MalicAcid, Ash, AlcalinityOfAsh, Magnesium, TotalPhenols, flavanoids, NonflavanoidsPhenols, Proanthocyanins, ColorIntensity, Hue, OD280/OD315, Proline
@outputs Class
@data
14.83, 1.64, 2.17, 14.0, 97.0, 2.8, 0.9513701142397173, 0.29, 1.98, 9.476784028829258, 1.5005529894261977, 3.94368097091645, 1311.7987324730025, 1
14.1, 2.16, 2.3, 18.0, 117.86211693842479, 2.95, 4.2417794721065505, 0.4736486591803023, 2.38, 5.75, 1.25, 3.17, 1510.0, 1
13.51, 2.751334370242277, 2.65, 19.0, 110.0, 2.35, 2.53, 0.29, 1.54, 4.2, 0.603542471445059, 2.87, 1095.0, 1
12.724674507073285, 1.81, 2.41, 20.5, 100.0, 1.471095441368198, 2.98, 0.26, 1.86, 5.1, 1.04, 3.47, 920.0, 1
13.835145982456195, 1.65, 1.868957749421, 12.474723604757973, 102.10762188772384, 1.3749619305308354, 3.0017094361366956, 0.29, 2.307994535264558, 4.25, 1.12, 2.51, 1105.0, 1
13.05, 1.77, 2.1, 17.0, 107.0, 3.0, 2.5964713325482958, 0.6411235445973285, 1.8283004480945646, 5.04, 0.88, 3.35, 885.0, 1
14.1, 4.71574372251419, 2.4, 18.8, 103.0, 2.75, 2.92, 0.18404647593480686, 2.38, 6.2, 1.07, 2.75, 1060.0, 1
13.83, 1.65, 2.6, 17.2, 94.0, 2.45, 2.99, 0.22, 2.29, 5.6, 1.24, 3.37, 849.9491084678912, 1
13.82, 1.75, 2.42, 18.32787468785603, 111.0, 3.88, 3.74, 0.32, 1.87, 7.05, 1.0437263780375305, 3.26, 1190.0, 1
13.77, 1.9, 2.68, 21.803106428310997, 115.0, 3.0, 2.79, 0.39, 1.4656974869467545, 8.99643099331214, 1.7048612145485498, 2.93, 1375.0, 1
11.885023784401135, 0.94, 1.36, 19.501173733338057, 88.0, 1.98, 0.57, 0.28, 0.42, 1.95, 1.05, 1.8456044814189907, 520.0, 2
12.37, 2.8479340467015124, 2.56, 18.1, 98.0, 2.42, 2.65, 0.37, 2.08, 4.6, 1.5253826433153317, 2.3, 678.0, 2
12.37, 1.17, 2.624569046805745, 19.6, 78.0, 2.11, 2.0, 0.27, 1.04, 4.538529707011425, 1.12, 3.48, 510.0, 2
14.722974722698092, 1.67, 2.6, 30.0, 139.0, 3.3, 2.89, 0.3723802927584341, 1.96, 4.828926786274865, 1.31, 3.5, 985.0, 2
11.66, 1.88, 1.92, 16.0, 97.0, 1.61, 1.57, 0.34, 1.15, 3.8, 1.23, 2.14, 428.0, 2
11.64, 2.06, 2.46, 21.6, 84.0, 1.95, 1.69, 0.48, 1.35, 2.8, 1.0, 1.7842936375607488, 680.0, 2
11.81, 3.8576380051806654, 2.74, 21.5, 97.95121361686644, 1.6, 0.99, 0.14, 1.56, 2.5, 0.95, 2.26, 625.0, 2
12.08, 2.08, 1.7300040179933431, 13.88069509916955, 97.0, 3.3885085487013007, 0.5274541553639467, 0.26, 1.4, 3.3, 1.0088898247594222, 2.96, 608.808625977209, 2
12.42, 2.55, 2.27, 22.0, 90.0, 1.68, 3.77561507902006, 0.66, 1.719923102417943, 2.7, 0.86, 2.674184420396151, 1201.7595863714255, 2
11.41, 0.74, 2.5, 21.0, 88.0, 2.48, 2.01, 0.42, 1.44, 3.08, 1.1, 2.31, 571.055960816577, 2
11.717400752268126, 5.8, 2.13, 21.5, 86.0, 2.62, 2.65, 0.3646602667087363, 1.4442882979857479, 4.942006616001485, 0.73, 3.1, 380.0, 2
12.43, 1.53, 2.29, 21.5, 116.17402324503615, 2.74, 3.15, 0.39, 1.77, 3.94, 0.69, 1.637147457533783, 352.0, 2
12.93, 2.81, 2.7, 21.0, 96.0, 1.54, 0.5, 0.5344910645472097, 0.75, 4.6, 0.77, 2.31, 600.0, 3
13.11, 1.9, 2.75, 25.5, 116.0, 2.2, 1.28, 0.26, 1.56, 7.1, 0.61, 1.33, 425.0, 3
12.45, 3.03, 2.64, 27.0, 97.0, 1.9, 3.888696228803297, 0.63, 1.14, 7.5, 0.67, 1.73, 880.0, 3
13.143958652798077, 1.68, 1.3963444817104247, 25.0, 98.0, 2.8, 1.31, 0.53, 2.7, 13.0, 0.57, 1.96, 437.0609511032377, 3
