@relation  wine
@attribute Alcohol real[11.0,14.9]
@attribute MalicAcid real[0.7,5.8]
@attribute Ash real[1.3,3.3]
@attribute AlcalinityOfAsh real[10.6,30.0]
@attribute Magnesium real[70.0,162.0]
@attribute TotalPhenols real[0.9,3.9]
@attribute flavanoids real[0.3,5.1]
@attribute NonflavanoidsPhenols real[0.1,0.7]
@attribute Proanthocyanins real[0.4,3.6]
@attribute ColorIntensity real[1.2,13.0]
@attribute Hue real[0.4,1.8]
@attribute OD280/OD315 real[1.2,4.0]
@attribute Proline real[278.0,1680.0]
@attribute Class{1,2,3}
@inputs Alcohol, MalicAcid, Ash, AlcalinityOfAsh, Magnesium, TotalPhenols, flavanoids, NonflavanoidsPhenols, Proanthocyanins, ColorIntensity, Hue, OD280/OD315, Proline
@outputs Class
@data
13.16, 2.36, 2.67, 28.30635487625989, 101.0, 2.8, 3.24, 0.3, 2.81, 9.982739418461625, 1.03, 3.17, 1352.9284884824717, 1
14.39, 1.87, 2.45, 14.6, 105.64548665742518, 2.5, 2.52, 0.3, 1.98, 5.25, 1.02, 3.58, 1290.0, 1
13.573875461745512, 1.73, 2.41, 16.0, 89.0, 2.6, 1.0698766520176726, 0.29, 1.81, 5.6, 1.15, 1.8992122345369338, 1320.0, 1
14.38, 5.31414854198558, 2.38, 12.0, 102.0, 1.057521583409403, 3.64, 0.29, 2.8273834062803966, 2.2282043955354496, 1.2, 3.0, 1547.0, 1
12.85, 4.680859024655273, 2.52, 23.640336363539177, 75.51176186313661, 2.48, 2.37, 0.26, 1.46, 3.93, 1.09, 1.898771856049721, 1015.0, 1
13.05, 4.851031791290974, 3.22, 25.0, 124.0, 2.63, 2.6485365679367763, 0.47, 3.3851078815257893, 3.58, 0.8403696855624135, 3.2, 830.0, 1
13.68, 1.83, 2.36, 17.2, 104.0, 2.42, 2.69, 0.42, 3.140578509015166, 3.84, 1.23, 2.87, 847.3019252683273, 1
13.76, 1.53, 2.3080656434893756, 19.5, 132.0, 2.95, 2.74, 0.5, 1.35, 5.4, 1.25, 3.0, 547.5798747245176, 1
13.41, 3.84, 2.12, 18.8, 90.0, 2.45, 2.68, 0.27, 1.4936531754894307, 4.28, 0.91, 3.0, 1035.0, 1
14.38, 3.59, 2.28, 16.0, 102.0, 2.1328455541825027, 3.17, 0.19517624580654694, 2.19, 5.7438955167177825, 1.04, 3.44, 1065.0, 1
13.9, 1.68, 2.12, 16.0, 90.83903716989771, 2.224722346226853, 3.39, 0.1672189203247472, 2.14, 6.1, 1.2981455951226282, 2.800380251556723, 985.0, 1
13.168033608763487, 1.97, 2.68, 23.019684271891528, 102.0, 3.0, 3.3780995033397567, 0.31, 2.5808732849966907, 10.539784644716368, 1.07, 2.84, 1270.0, 1
13.59757692289948, 1.61, 2.608012662294324, 20.4, 76.64210723215763, 1.1, 1.02, 0.37, 1.46, 6.169761968397014, 0.906, 1.82, 870.0, 2
11.84, 2.89, 2.8688232974076695, 18.0, 112.0, 1.72, 1.32, 0.43, 0.95, 2.65, 0.96, 2.52, 440.3930809875934, 2
12.0, 1.51, 2.42, 22.0, 86.0, 3.6398930636094633, 1.25, 0.5657413939167143, 1.63, 3.6, 0.8054963829008621, 3.404877698841709, 450.0, 2
12.69, 1.53, 2.26, 20.7, 80.0, 1.38, 1.46, 0.58, 1.62, 3.05, 1.6625398092117485, 2.06, 1445.7789161274625, 2
14.89368085679451, 4.766452719938581, 2.28, 28.346021832094067, 98.0, 0.9566072934438957, 2.26, 0.17, 1.35, 3.25, 1.16, 2.96, 345.0, 2
12.47, 1.52, 2.2, 19.0, 162.0, 2.5, 2.27, 0.32, 3.28, 2.6, 1.16, 1.208548030911141, 937.0, 2
12.37, 1.07, 2.733190058784836, 23.409315023014628, 88.0, 3.52, 3.75, 0.24, 1.95, 4.5, 1.5642579838550321, 2.77, 660.0, 2
12.6, 1.34, 1.9, 21.369285785818768, 88.0, 1.45, 3.001060024160207, 0.29, 1.35, 2.45, 1.04, 2.77, 562.0, 2
12.08, 1.39, 2.5, 22.5, 84.0, 2.56, 2.29, 0.5156161558850706, 2.678532498115332, 2.9, 0.93, 3.19, 385.0, 2
12.42, 4.43, 1.5153123184608557, 26.5, 102.0, 2.2, 2.13, 0.43, 1.71, 2.08, 0.92, 3.12, 365.0, 2
13.628120887635305, 4.31, 2.39, 23.793281242668925, 82.0, 2.86, 3.03, 0.21, 2.91, 11.841260241121347, 0.75, 3.64, 380.0, 2
12.493305424156903, 1.63, 2.3, 24.5, 88.0, 2.22, 2.45, 0.4, 1.9, 2.12, 0.89, 2.5893923134983963, 788.7022002792689, 2
12.51, 1.24, 2.25, 17.5, 85.0, 2.0, 0.58, 0.6, 1.25, 5.45, 0.75, 1.51, 650.0, 3
12.84, 5.337347725694381, 2.61, 24.0, 101.0, 2.32, 0.6, 0.5574919668625788, 0.81, 4.92, 0.89, 2.15, 590.0, 3
13.36, 2.56, 2.35, 20.0, 89.0, 1.4882219026303436, 0.5, 0.5648081408033166, 0.64, 5.6, 0.7, 2.47, 780.0, 3
12.25, 3.88, 2.2, 18.5, 142.69029688013026, 1.38, 0.78, 0.29, 1.14, 8.21, 0.65, 2.0, 855.0, 3
12.87, 0.7257327500092174, 2.48, 21.5, 86.0, 1.7, 0.65, 0.47, 0.86, 7.65, 0.54, 1.5621986394660077, 625.0, 3
13.5, 3.12, 2.4348993953165827, 24.0, 123.0, 1.4, 1.57, 0.22, 1.25, 8.6, 0.59, 1.3, 500.0, 3
13.69, 3.26, 2.54, 20.0, 107.0, 1.83, 4.973765460372381, 0.14008312682623117, 2.5184401293560956, 5.88, 0.96, 1.82, 680.0, 3
12.85, 3.27, 2.58, 22.0, 147.33449485742824, 1.65, 3.0248507129784787, 0.6, 0.96, 5.58, 1.7246638698793628, 2.11, 570.0, 3
12.994006530822722, 1.75, 2.28, 22.5, 84.6824359061854, 1.38, 1.76, 0.48, 1.63, 3.3, 0.88, 2.42, 488.0, 2
11.79, 2.13, 2.78, 28.5, 92.0, 2.13, 2.24, 0.58, 1.76, 12.97358882459197, 1.1246699664566364, 2.44, 466.0, 2
13.32, 1.3132129787498183, 1.4826636661269386, 21.5, 92.0, 3.120126933935128, 2.48275015628495, 0.45, 1.25, 8.42, 0.55, 1.62, 718.5703459928209, 3
