@relation  ionosphere
@attribute Pulse1 integer[0,1]
@attribute Pulse3 real[-1.0,1.0]
@attribute Pulse4 real[-1.0,1.0]
@attribute Pulse5 real[-1.0,1.0]
@attribute Pulse6 real[-1.0,1.0]
@attribute Pulse7 real[-1.0,1.0]
@attribute Pulse8 real[-1.0,1.0]
@attribute Pulse9 real[-1.0,1.0]
@attribute Pulse10 real[-1.0,1.0]
@attribute Pulse11 real[-1.0,1.0]
@attribute Pulse12 real[-1.0,1.0]
@attribute Pulse13 real[-1.0,1.0]
@attribute Pulse14 real[-1.0,1.0]
@attribute Pulse15 real[-1.0,1.0]
@attribute Pulse16 real[-1.0,1.0]
@attribute Pulse17 real[-1.0,1.0]
@attribute Pulse18 real[-1.0,1.0]
@attribute Pulse19 real[-1.0,1.0]
@attribute Pulse20 real[-1.0,1.0]
@attribute Pulse21 real[-1.0,1.0]
@attribute Pulse22 real[-1.0,1.0]
@attribute Pulse23 real[-1.0,1.0]
@attribute Pulse24 real[-1.0,1.0]
@attribute Pulse25 real[-1.0,1.0]
@attribute Pulse26 real[-1.0,1.0]
@attribute Pulse27 real[-1.0,1.0]
@attribute Pulse28 real[-1.0,1.0]
@attribute Pulse29 real[-1.0,1.0]
@attribute Pulse30 real[-1.0,1.0]
@attribute Pulse31 real[-1.0,1.0]
@attribute Pulse32 real[-1.0,1.0]
@attribute Pulse33 real[-1.0,1.0]
@attribute Pulse34 real[-1.0,1.0]
@attribute Class{g,b}
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 0.7320866998592594, -0.452, 1.0, -0.4412523888613219, 0.712, -1.0, 0.0, 0.0, -0.9015329046876945, 0.0, 0.0, 0.0, -0.8573467833589172, 0.145, -0.7680708867889063, -0.666943440601915, -1.0, -0.545, -0.7, 1.0, 0.0, 0.0, 1.0, 0.907, -0.7521224142406421, 0.16169237698467742, 1.0, -0.201, 0.257, 1.0, -0.324, -0.2972874346415716, b
1, 1.0, -0.024, 0.941, 0.065, 0.921, -0.233, 0.772, -0.164, 0.528, -0.203, 0.564, -0.007, 0.344, -0.275, 0.529, -0.218, 0.6295565328629587, -0.178, 0.06, -0.356, 0.023, -0.529, -0.11723542798246156, -0.652, 0.133, -0.532, 0.024, 0.11547938620566378, 0.5843839150817096, -0.596, -0.046, -0.657, g
1, -0.019, -0.085, 0.0, 0.0, 0.7588672059958026, 0.0, 0.115, -0.268, -0.457, -0.382, 0.0, 0.0, -0.337, -0.16448353909991764, -0.371, 0.8259531566467959, 0.22125605568784668, 0.5725962676975402, 0.0, 0.0, 0.0, 0.0, -0.148, -0.013, 0.052928786038637377, -0.023, 0.0, 0.0, 0.166, 0.241, -0.082, -0.161045728521665, b
1, 1.0, -0.163, 1.0, -0.6554995802360353, 1.0, -0.152, 1.0, -0.193, 0.941, -0.352, 0.957, -0.298, 0.937, -0.344, 0.945, -0.281, 0.901, -0.434, 0.86, -0.473, 0.83, -0.512, 0.841, 0.05990005868019077, 0.762, 0.6215865029072358, 0.657, -0.688, -0.6033208136454506, -0.645, 0.4686562706410551, -0.672, g
0, -0.5505113651860765, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.2967164021210551, 0.36499150222283583, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 0.0, 0.0, 0.0, 0.024330588761793948, 0.3236655465615135, 0.775583835732095, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, b
1, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -0.7240041996641094, 1.0, 1.0, -1.0, -1.0, -1.0, 0.0, 0.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 0.07982117242175657, 1.0, -1.0, b
1, -0.8019246542365115, -0.159, 0.723, 0.277, 0.834, -0.584, -0.572036698360936, -0.282, 1.0, -0.499, 0.6391585314737536, -0.125, -0.7309102368845861, 0.146, -0.32705221262924655, 0.393, 1.0, 0.266, 0.964, 0.14403745372408006, 0.926, 0.24324798240401968, 1.0, 0.148, 0.9706951356424707, -0.116, 0.017159261977570006, -0.111, 1.0, 0.534, 1.0, 0.9209229079822365, g
1, 0.662, -1.0, 1.0, 1.0, 1.0, -0.673, 0.809, -0.404, 1.0, -1.0, 1.0, -0.13564700845993283, -0.7327819205198395, 0.734, 0.176, 0.71, 1.0, 0.78, 1.0, 0.17026833285816667, 1.0, -1.0, 1.0, 0.854, 1.0, -0.086, 0.96, -0.06308712462500832, 1.0, 0.24510429502583664, 1.0, 0.347, b
0, 1.0, -0.7574453912110639, 1.0, -1.0, -0.022718183003067494, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.6407229987999246, 0.0, 0.07728055982787185, 1.0, 1.0, 1.0, 0.4725868942850704, 1.0, -1.0, 0.10124777515913541, 1.0, -0.16814706315476147, 1.0, -0.8337979893744453, -0.31340393687444834, 1.0, 1.0, -0.09936663999673134, 0.0, 0.0, b
0, 0.0, 0.0, 0.2862848069719701, 0.0, 0.0, 0.0, 1.0, 1.0, 0.21239233743687924, 1.0, 0.0, 0.7507184123971309, 0.0, 0.0, 0.8461312846853704, -1.0, -1.0, 0.7199611500184893, 0.0, 0.0, -0.4737189233940372, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, -0.4035442949746606, 1.0, 0.0, 0.0, 0.0, b
