@relation  ionosphere
@attribute Pulse1 integer[0,1]
@attribute Pulse3 real[-1.0,1.0]
@attribute Pulse4 real[-1.0,1.0]
@attribute Pulse5 real[-1.0,1.0]
@attribute Pulse6 real[-1.0,1.0]
@attribute Pulse7 real[-1.0,1.0]
@attribute Pulse8 real[-1.0,1.0]
@attribute Pulse9 real[-1.0,1.0]
@attribute Pulse10 real[-1.0,1.0]
@attribute Pulse11 real[-1.0,1.0]
@attribute Pulse12 real[-1.0,1.0]
@attribute Pulse13 real[-1.0,1.0]
@attribute Pulse14 real[-1.0,1.0]
@attribute Pulse15 real[-1.0,1.0]
@attribute Pulse16 real[-1.0,1.0]
@attribute Pulse17 real[-1.0,1.0]
@attribute Pulse18 real[-1.0,1.0]
@attribute Pulse19 real[-1.0,1.0]
@attribute Pulse20 real[-1.0,1.0]
@attribute Pulse21 real[-1.0,1.0]
@attribute Pulse22 real[-1.0,1.0]
@attribute Pulse23 real[-1.0,1.0]
@attribute Pulse24 real[-1.0,1.0]
@attribute Pulse25 real[-1.0,1.0]
@attribute Pulse26 real[-1.0,1.0]
@attribute Pulse27 real[-1.0,1.0]
@attribute Pulse28 real[-1.0,1.0]
@attribute Pulse29 real[-1.0,1.0]
@attribute Pulse30 real[-1.0,1.0]
@attribute Pulse31 real[-1.0,1.0]
@attribute Pulse32 real[-1.0,1.0]
@attribute Pulse33 real[-1.0,1.0]
@attribute Pulse34 real[-1.0,1.0]
@attribute Class{g,b}
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 0.995, -0.059, 0.852, -0.3451836452226117, 0.834, -0.377, 1.0, 0.038, 0.852, -0.178, 0.598, -0.449, 0.605, -0.382, -0.5760970142614322, -0.385, 0.582, -0.9070144104554817, 0.6349629148922309, 0.41875143940997117, 0.36623131701867817, -0.4911832035265824, 0.9543802854498802, -0.512, 0.411, 0.010861740217279037, 0.213, -0.341, 0.423, 0.1987244391810905, -0.24614199745611798, -0.453, g
1, 1.0, 0.7245053266464978, 0.12493422513942565, -0.362, -0.109, -0.936, 1.0, -0.045, 0.509, 0.5070132551498276, -0.9517757343016042, -0.697, -0.517, -0.975, 0.055, -0.622, 0.331, -1.0, 0.0950497954839491, -0.453, -0.181, -0.357, -0.203, -0.266, -0.205, -0.496453234808625, -0.19, -0.21849501487298284, -0.166, -0.063, -0.137, -0.024, b
0, 0.964, -0.072, 1.0, -0.143, 1.0, -0.213, 1.0, -0.362, 0.926, -0.436, 0.945, -0.407, 0.904, -0.464, 0.983, -0.353, 0.845, -0.66, 0.753, -0.606, 0.696, -0.642, 0.851, -0.654, 0.576, -0.697, 0.20926329009450573, -0.639, 0.451, -0.728, -0.6674013081163637, -0.734, g
1, 1.0, -0.542, -0.19304976779805727, -1.0, 1.0, -1.0, 1.0, 0.362, 1.0, -0.15167985324554145, 1.0, 1.0, 1.0, -1.0, 1.0, 0.863575890162861, 1.0, -0.936, 1.0, 1.0, 1.0, 1.0, 1.0, -0.409, 1.0, -0.627, -0.33299907840159704, 0.5993612733668092, 1.0, -1.0, 1.0, -0.07588684257955447, b
0, 0.509, 0.5571658824470747, 1.0, 0.267, -0.64546136503235, -1.0, 1.0, -0.9890119647581623, 0.437, -1.0, 0.0, 0.0, -1.0, -0.343, -0.377, 0.036, 1.0, -0.9269982003436885, 0.0, 0.0, 0.0, 0.0, 0.8675908287678824, 0.922, 0.398, 0.265, 0.0, -0.10302698963857881, 1.0, 0.232, 0.0, 0.9793163309756938, b
1, 0.4875687508582065, -0.7224277080321748, 0.0, 0.0, 0.0, 0.21079565566284475, -1.0, 1.0, 6.410060451988997E-6, 1.0, 0.0, 0.8971421182847448, 0.0, 0.0, 1.0, 0.4657112959459684, -1.0, 1.0, 1.0, 1.0, 0.40135633698696194, 0.0, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 0.0, 0.0, b
1, 1.0, -0.087, 1.0, 0.6066496343367382, 0.866, -0.818, 0.19968455266200102, 0.611, 0.955, -0.414, 0.8487572325041417, -0.317, -0.7603080551513257, 0.4198541900654915, 0.811, -0.622, -0.14869569408444117, -1.0, 0.903, -0.8130670017127569, 0.624, -0.1511342733053338, 0.554, -0.829, 0.20540267815939206, -0.866, 0.406, -0.897, 0.33, -0.921, -0.133, -1.0, g
0, -0.9182368917200334, -0.30825402245583344, 1.0, -0.163, 0.07026576694805775, -0.237, 1.0, -0.075, 1.0, -0.25, 1.0, -0.262, 1.0, -0.22, 1.0, -0.386, 1.0, -0.462, 1.0, -0.355, 1.0, -0.597, 1.0, -0.476, 0.988, -0.497, -0.9211460877957628, 0.629280379887037, -0.16116578391780279, -0.8224982250999888, 1.0, -0.844, g
1, 0.909, 0.088, 0.865, 0.169, 1.0, 0.166, 0.7430030227971736, 0.682, 0.702, -0.8658510013171125, 0.163, 0.427, -0.1921270287577359, -0.6101216407516323, 0.511, 0.496, 0.316, 0.13, 0.378, 0.545, 0.313, 0.11874289464176235, 0.249, -0.5448498370928806, 0.186, 0.566, 0.126, 0.561, 0.069, 0.551, 0.121, 0.677, g
1, 0.99, -0.7115581831223234, 0.998, -0.5477563798305942, 0.987, -0.194, 0.4150693084614048, -0.60137153500723, 0.031084175927351243, -0.301, 0.927, -0.38, 0.898, -0.438, 0.849, -0.521, 0.04778035894217436, -0.571, 0.79, -0.598, 0.747, -0.646, 0.683, -0.48934470663996055, 0.84626287544292, -0.732, 0.9484436232476596, -0.8638344211186828, 0.548, -0.803, 0.492, -0.832, g
