@relation  ionosphere
@attribute Pulse1 integer[0,1]
@attribute Pulse3 real[-1.0,1.0]
@attribute Pulse4 real[-1.0,1.0]
@attribute Pulse5 real[-1.0,1.0]
@attribute Pulse6 real[-1.0,1.0]
@attribute Pulse7 real[-1.0,1.0]
@attribute Pulse8 real[-1.0,1.0]
@attribute Pulse9 real[-1.0,1.0]
@attribute Pulse10 real[-1.0,1.0]
@attribute Pulse11 real[-1.0,1.0]
@attribute Pulse12 real[-1.0,1.0]
@attribute Pulse13 real[-1.0,1.0]
@attribute Pulse14 real[-1.0,1.0]
@attribute Pulse15 real[-1.0,1.0]
@attribute Pulse16 real[-1.0,1.0]
@attribute Pulse17 real[-1.0,1.0]
@attribute Pulse18 real[-1.0,1.0]
@attribute Pulse19 real[-1.0,1.0]
@attribute Pulse20 real[-1.0,1.0]
@attribute Pulse21 real[-1.0,1.0]
@attribute Pulse22 real[-1.0,1.0]
@attribute Pulse23 real[-1.0,1.0]
@attribute Pulse24 real[-1.0,1.0]
@attribute Pulse25 real[-1.0,1.0]
@attribute Pulse26 real[-1.0,1.0]
@attribute Pulse27 real[-1.0,1.0]
@attribute Pulse28 real[-1.0,1.0]
@attribute Pulse29 real[-1.0,1.0]
@attribute Pulse30 real[-1.0,1.0]
@attribute Pulse31 real[-1.0,1.0]
@attribute Pulse32 real[-1.0,1.0]
@attribute Pulse33 real[-1.0,1.0]
@attribute Pulse34 real[-1.0,1.0]
@attribute Class{g,b}
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 1.0, 0.067, 1.0, 0.5846760225446606, 1.0, -0.273, 1.0, -0.431, 1.0, -0.413, 0.962, -0.519, 0.907, -0.14549765809101467, 0.892, -0.665, 0.699, -0.71, 0.706, 0.16859306282563913, 0.631, -0.805, 0.559, -0.891, 0.472, -0.865, 0.403, 0.8944278638564116, -0.7714933170404968, -0.891, 0.23, 0.06408075361141963, g
0, 0.671, 0.025, 0.666, 0.05, 0.572, 0.188, 0.088, 0.341, -0.02621666645310272, 0.121, 0.621, 0.143, 0.786, 0.11, -0.22505091997446747, 0.7728931870714046, 0.144, 0.412, 0.539, 0.213, 0.514, 0.226, 0.488, 0.237, 0.462, 0.246, -0.4292278628398729, 0.8547639893029733, 0.407, 0.258, 0.3561308461604944, -0.3798985880287128, g
0, 0.36941827586139975, -0.026, 0.413, -0.231, 0.98, -0.095, 0.997, -0.8071500490901875, 1.0, -0.11, 0.59, 1.0, 0.10007706030739394, -1.0, 0.823, -0.179, 0.808, -0.283, -0.259, 0.927, 0.519, 0.055, 0.655, -0.204, 0.931, -0.413, 0.27044096898064973, -0.219, 0.861, -0.874, -0.232, -1.0, b
1, -0.004273161525901625, -0.04140983918714569, 0.23284862265755613, 0.049, 0.975, 0.071, 0.617, -1.0, 0.91, 0.111, 0.885, 0.536, 0.821, 0.9895232338433906, 0.8606567927311772, 0.152, 1.0, 0.41, 0.03140139557221011, 0.164, 0.601, 0.165, 0.544, 0.164, 0.489, 0.16, 0.435, 0.154, 0.384, 0.147, 1.0, 1.0, b
1, -1.0, -1.0, 1.0, 0.9310015169742987, 1.0, -0.144, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, 0.179, -1.0, -1.0, -1.0, 0.088, -1.0, -0.20766316009863817, -1.0, -1.0, 1.0, 0.4787203444816919, -1.0, 1.0, -1.0, -0.26349639921996193, -1.0, 1.0, 1.0, 0.0, 0.0, b
1, 0.8831357811305522, -0.037, 1.0, -0.07252089471382106, 0.996, -0.11, 0.998, -0.099, 0.2968987788299329, -0.138, 0.967, -0.217, 0.953, -0.251, 0.33295357537757453, -0.344, 0.906, -0.322, 0.9, -0.347, 0.879, -0.376, 0.862, -0.43, 0.832, -0.6073084761405616, 0.814, -0.426, 0.779, -0.23239260987201538, 0.4773189405625031, -0.502, g
1, 0.946, -0.027, -1.0, 0.261, -0.364, 0.356, -0.9067574101283116, -0.634, 1.0, -0.034, -0.29, -0.006, -0.549, 0.155, -0.20392907997684762, -0.463, 1.0, -0.504, -0.297, -0.315, -0.6419674217798672, 0.374, 0.839, -0.467, 0.522, -0.581, 1.0, -0.614, -0.13148534743382723, 0.205, -0.061, 0.8666140678959466, b
1, 1.0, 0.11110716711522706, 0.945, 0.074, 1.0, 0.132, 1.0, -0.019, 0.948, 0.07, 0.957, 0.146, 0.949, 0.112, 0.909, 0.201, 0.967, 0.163, -0.6978420409601745, 0.143, 0.908, 0.164, 0.917, 0.224, 0.19153210408788457, 0.236, 0.886, 0.225, 0.783, 0.296, 0.836, 0.312, g
1, 0.3366289882307474, 1.0, 0.208, -1.0, 1.0, -0.7954989452370207, 0.877, 0.309, -0.669, 0.7087777326136775, -0.059, -0.9961449727407062, 0.018, 0.05, 0.5804012011691, -0.13596133634819685, 0.143, -0.033, 0.7411617128507144, -0.439, -1.0, 1.0, 0.809, -1.0, 1.0, 0.18871030891051288, -0.0048091893561206245, 1.0, 0.6857411939850406, -1.0, 1.0, 1.0, b
0, -0.5130826485140907, -1.0, 1.0, -0.0827269067714752, 1.0, -1.0, 1.0, -0.9480333314156237, 1.0, -0.7115258583127348, 1.0, 1.0, 1.0, -0.5296264154672684, 1.0, 1.0, 1.0, 1.0, -0.4815694534875381, 1.0, 1.0, -1.0, -0.5370882264191956, -1.0, 1.0, -1.0, 1.0, 0.656, 0.0, 0.804374673358252, 1.0, -1.0, b
1, 1.0, 0.678, 0.813, 0.82, 0.43, 0.45868517678666043, -0.782440179908285, -0.8695336845399657, 0.4280093730026877, 1.0, 0.1762337286901272, 0.771, -1.0, 0.403, -0.264393030494543, -0.586, -0.979, -0.8774929283832882, -0.731, -0.763, -0.5772195182687648, -0.975, 0.414, -1.0, 0.418, -0.933, 0.258, -1.0, 0.936, -0.352, 0.988, 0.034, g
1, 0.05791331293478463, 0.035, 1.0, 0.183, -0.4290044967618316, -0.4732560150961522, 1.0, 0.251, 1.0, 0.288, 1.0, 0.386, 1.0, 0.317, 1.0, 0.657, 1.0, 0.538, 1.0, 0.613, 1.0, 0.595, 0.896, 0.683, 0.895, 0.714, 0.856, 0.671, 0.744, 0.856, 0.715, 0.758, g
1, 0.694, 0.389, 0.2755838044163734, -0.7048013866191734, -0.026242495287731926, 0.698, 0.0, 0.36732546784154274, 0.0, 0.0, 0.7446612808258881, -0.8502030074247632, 0.206, -0.242, 0.21, 0.194, 0.464, 0.782, 0.0, 0.6513769029759282, 0.0, 0.0, 0.734, 0.274, 0.601085138879969, 0.635, 0.4620941000669483, 0.0, 0.0, 0.5858184452135624, 0.0, 0.0, b
0, 1.0, 1.0, 0.4469383935087683, -1.0, 1.0, -0.8183615430766626, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 0.5530847133028052, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 1.0, b
1, 0.576, -0.016, 0.404, 0.5644873249261844, -0.17943337959689865, 0.129, 0.4, -0.46471988257596264, 0.565, 0.141, 0.467, 0.082, -0.1307068236942186, -0.055, 0.2658980286833592, -0.6640460839644182, 0.502, 0.0, 0.6960086379423758, 0.4279485688144222, 0.58, 0.082, 0.498, -0.5462728449018376, 0.7654717480217739, 0.1, 0.463, 0.082, 0.533713615390871, 0.235, 0.431, -0.5389218371219285, g
1, 0.419, 0.7596420780195952, 0.35, 0.125, 0.232, 0.28, -0.036, 0.443, 0.045, 0.362, -0.191, 0.336, -0.582273919503734, 0.273, 0.027, 0.405, -0.348, -0.9480626885658276, -0.2, 0.051, 0.29465781741185526, 0.364, -0.655711696403034, 0.11172824192599595, -0.1, 0.7727775182045944, -0.3702548703575169, -1.0, -0.029, -0.075, -0.005, -0.063, b
1, -0.14668722291167058, 0.108, 0.7181815727889029, 0.0, 0.0, 0.7821600757963396, 0.547, 0.824, 0.311, 1.0, 0.0, 0.0, 0.0, 0.0, 0.372, -0.15316924386498731, 0.331, -1.0, 0.0, 0.0, 0.0, 0.38824646626325476, -0.426, 0.6690882215437219, 1.0, -1.0, 0.554, -0.236, 0.0, 0.7321248687180051, 0.0, 0.23412484238718756, b
1, 0.393, 0.2854352750083049, -0.788, 0.113, -0.166, 0.39237899458789705, 0.667, -0.5038240546136685, 0.821, -0.7547607556345781, -0.672, 0.307, -0.47371904306898804, -0.637, 0.464, 0.155, -0.22931503346872395, 0.06, -0.518, 0.45, -0.12186967281668204, -0.476, 0.321, 0.702, 0.52, 0.388, 0.571, 0.393, -0.549, -0.299, 0.254, -0.558, b
1, 1.0, -0.925, 1.0, 0.755, 0.491, -0.057, 0.623, 0.0, 1.0, -0.001, 0.453, 0.41083981921217405, 0.623, -0.057, 0.989, -0.001, 0.528, 0.0, 0.528, 0.075, 0.952, -0.001, 1.0, 0.792, 0.9327091676957693, -0.001, 0.943, -1.0, 1.0, 0.434, 0.434, -0.113, g
1, 0.320132378330485, 0.042, -0.3287502204367775, -0.104, 0.396, 0.0, 0.333, -0.062, 0.479, 0.0, 0.292, -0.4347633825230327, 0.542, 0.021, 0.438, -0.9060503323343699, 0.354, -0.229, 0.333, 0.083, 0.25, 0.6408832053749085, 0.396, -0.188, 0.44, -0.101, 0.417, 0.713522793192771, 0.583, -0.312, 0.333, -0.062, g
1, 1.0, 1.0, 0.0, 0.25478570797824895, 0.0, 0.0, 0.0, 0.0, 0.477, -0.891, -0.515, 0.455, -0.955, -0.7436072863041441, 0.647, -0.5120916826445823, 0.0, 0.0, 0.0, 0.0, 0.62, 0.203, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, b
1, 0.267, -0.1, 0.533, 0.0, 0.333, -0.17422776137809914, 0.367, 0.117, 0.567, 0.017, 0.717, 0.083, 0.7, -0.067, 0.533, 0.2, 0.417, -0.017, 0.317, 0.2, -0.4494171155266038, 0.0, 0.25, -0.30469313899630057, 0.462, 0.054, 0.4, 0.033, 0.467, 0.5209654480034871, 0.417, -0.05, g
1, 0.25, 0.167, 0.467, 0.267, 0.19, 0.24, 0.078, 0.7505065379083404, 0.011, 0.149, 0.18823368828469733, 0.102, -0.037, 0.063, -0.038, 0.035, -0.032, 0.015, -0.025, 0.004, -0.017, -0.003, -0.9127131267247519, -0.005, -0.006, -0.16221453136816033, -0.003, -0.005, -0.001, -0.004, 0.0, 0.09719330051382857, g
1, 0.947, -0.1878312675254027, 0.2116326841552818, 0.672, 0.476, 0.825, 0.2848349584464065, 0.891, -0.249, 0.845, -0.21839833101686046, 0.23229916282750174, 0.996832464355238, 0.417, -0.665, 0.072, -0.1281034823339673, -0.195, -0.525, -0.44, -0.46288282970499317, -0.551, -0.041, -0.648, 0.161, -0.564, 0.368, -0.6839925692612288, 0.461, -0.73757990071028, 0.504, -0.06, g
0, 1.0, 1.0, 1.0, 0.512, 0.7514243251065316, -1.0, 1.0, 1.0, 0.025, 0.12390986483635147, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 0.312, 1.0, -0.41648068777669234, 0.38855315777206645, 0.36385206630543165, 1.0, 1.0, 1.0, -0.944, 1.0, 0.0, 0.0, b
1, 0.186, -0.167, 0.0, 0.0, 0.0, 0.0, 0.0, -0.9257349953813793, 0.0, -0.8882528277785174, 0.115, -0.191, 0.0, 0.0, 0.0, 0.0, 0.3335515827251485, 0.0, 0.0, 0.6219776271893591, -0.051, -0.066, 0.079, 0.09, 0.173, -0.109, 0.125, 0.096, 0.026, -0.048, 0.168, 0.196, b
1, 1.0, 1.0, -1.0, 1.0, -0.5575813598832072, -0.825, 0.4796098539325431, 0.211, 0.461, 0.07, 0.228, 0.057, 0.351, 0.346, 0.728, -0.039, 0.228, 0.531, 0.0, 0.0, 0.07364990866595189, -0.4070012018566488, 1.0, 0.22114986256257385, -0.3809991598550694, -1.0, 0.040209684763152564, -0.246, -0.5619174590245628, 0.202, 0.829, 0.079, b
1, 1.0, 0.241, 0.998, 0.004, 0.802, -0.301, 0.899, -0.235, -0.9205046677776856, -0.241, 0.739, -0.305, 0.715, -0.361, 0.472, -0.612, 0.405, -0.551, 0.61, -0.393, 0.532, -0.327, 0.24, -0.521, 0.292, -0.484, 0.128, -0.7379871787824639, 0.5800871149590441, -0.513, -0.2590882287498303, -0.466, g
1, 0.842, 0.435, 0.5, -0.6431544431585712, 0.099, 0.935, -0.378, 0.882, -0.724, 0.612, -0.939, 0.194, -0.867, -0.255, -0.629, -0.656, -0.251, -0.857, -0.4227937859070473, -0.12881214942988295, 0.515, -0.669, 0.749, 0.7891609584421759, 0.779, 0.079, 0.641, 0.428, -0.3537174713224446, 0.624, -0.004, 0.694, g
1, 1.0, -0.6264004012631254, 0.48710179549807253, 0.142, -0.7157297743753832, 0.221, 1.0, -0.125, 1.0, -0.22615162358296836, 1.0, 0.49, 1.0, -0.528615223599741, -0.375, 1.0, 1.0, 0.0, 0.34938711983835957, 0.92, 1.0, 1.0, 0.9297132883057262, 1.0, 1.0, -0.5068507626435838, 1.0, 0.25, 1.0, -0.6608143559798632, 0.7771622258650983, 1.0, g
0, -0.4810940137787475, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41334323198845224, 0.11102169684856711, -1.0, -0.6177668184083344, 0.0, -1.0, 0.8807484567819044, 0.0, 0.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 0.0, 0.7967877741429927, 0.0, 0.0, 0.0, 0.0, b
