@relation  glass
@attribute RI real[1.51115,1.53393]
@attribute Na real[10.73,17.38]
@attribute Mg real[0.0,4.49]
@attribute Al real[0.29,3.5]
@attribute Si real[69.81,75.41]
@attribute K real[0.0,6.21]
@attribute Ca real[5.43,16.19]
@attribute Ba real[0.0,3.15]
@attribute Fe real[0.0,0.51]
@attribute TypeGlass{1,2,3,4,5,6,7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs TypeGlass
@data
1.52099096, 13.68925, 3.592, 1.12139, 72.77706876916976, 0.08694, 9.40044, 0.0, 0.0, 1
1.5195612560608776, 12.7915, 3.5022, 1.12139, 73.03, 0.63963, 8.7656, 0.0, 0.0, 1
1.5215149, 13.05085, 4.255880367543055, 0.87101, 72.218, 0.19251, 9.85236, 0.0, 0.20234466038698906, 1
1.51734616, 13.0176, 3.53812, 2.696565186136068, 72.82176818697987, 0.54027, 8.4428, 0.0, 0.0357, 1
1.51777898, 13.21045, 3.38995, 1.33004, 72.7612, 0.58995, 8.59344, 0.0, 0.0, 1
1.5215149, 13.05085, 3.65037, 0.87101, 72.3188, 0.19251, 9.85236, 0.0, 0.0867, 1
1.51761952, 12.81145, 3.53812, 0.7710967818789874, 73.2372, 0.57753, 13.003562695415123, 0.3564842078849869, 0.0, 1
1.51750562, 12.8181, 2.4823925020108915, 1.49054, 72.75, 0.54027, 8.51812, 0.9615038135930671, 0.0969, 1
1.524152010236057, 13.9885, 3.3778255238518646, 0.71051, 71.39466223831863, 0.5510426989200159, 9.82008, 0.0, 0.051, 1
1.51925968, 15.848099845530953, 3.33158, 1.27868, 72.358, 0.60237, 9.1422, 0.0, 0.39765432839227244, 1
1.51618438, 13.52965, 0.5495580315961405, 1.53869, 72.9908, 5.783186990889531, 7.358164566766509, 0.0, 0.0, 1
1.51768786, 12.65185, 3.56057, 1.30115, 73.0804, 3.553875899560255, 8.69028, 2.8833447261674667, 0.0714, 1
1.51768786, 14.664959984963051, 0.6647649638668554, 1.29152, 73.702, 0.5589, 9.05612, 0.0, 0.1224, 1
1.51645774, 13.308579478717544, 3.55159, 1.24979, 72.8116, 0.6831, 8.09848, 0.0, 0.0, 2
1.5233745956584914, 13.8023, 3.15198, 2.4405670716172474, 70.5716, 0.08073, 11.63852, 0.0, 0.0, 2
1.5305066864192338, 12.99765, 3.57853, 1.53869, 72.8284, 0.60858, 8.04468, 0.0, 0.0, 2
1.523848839828125, 13.01095, 3.5022, 1.48091, 72.96718228294448, 0.60237, 8.12, 0.11457756065404451, 0.0, 2
1.5170728, 13.7225, 3.6818, 1.81154, 72.0612, 0.63963, 7.88328, 0.022052470099193155, 0.0, 2
1.5274959613733705, 12.9378, 0.42111247761899434, 1.25942, 72.75, 0.5589, 13.674391099932695, 0.0, 0.0, 2
1.51689056, 13.33015, 3.53812, 1.60931, 72.5428, 6.152906229187014, 8.10924, 0.0, 0.06243160744021451, 2
1.5293679388137436, 13.23705, 3.90181, 1.41029, 72.33, 0.55269, 8.284358786599329, 0.0, 0.04545612900877747, 2
1.51839404, 12.85135, 3.66833, 1.24016, 75.12655390293257, 0.621, 8.67952, 0.0, 0.1785, 2
1.5159338, 13.09075, 3.592, 1.2999984697438773, 73.01794562380945, 0.67068, 7.82948, 0.14699704132438568, 0.0, 2
1.5184396, 16.48443701016587, 3.75813, 1.0829821058136835, 72.4028, 0.57753, 8.31107011755022, 0.0, 0.40571909235457865, 2
1.51632106, 17.34361648448827, 3.56955, 1.57079, 72.8676, 0.60858, 7.89404, 0.5096040128054107, 0.0, 2
1.53393, 12.2994, 0.0, 0.99941, 70.1628, 0.07256828618295684, 7.047475866595627, 0.0, 0.1224, 2
1.5120512960992105, 12.63855, 0.0, 0.66878, 70.81454720002705, 0.0621, 14.40384, 0.0, 0.10823073656257026, 2
1.51591102, 13.23705, 3.34056, 1.47128, 73.0972, 0.39123, 8.21684, 0.0, 0.31513685458459356, 2
1.52121876, 14.0284, 3.75813, 0.5789, 71.7924, 0.11178, 9.64792, 0.0, 0.0, 3
1.51796122, 13.50305, 1.6873030308301802, 2.207986672110387, 71.938, 0.57132, 8.80864, 0.17817022655582293, 0.459, 3
1.527354248221443, 13.33015, 3.34056, 1.53869, 72.1396, 0.5589, 8.99156, 0.0, 0.0, 3
1.5132002, 12.99765, 2.273781542026853, 3.0185, 70.7004, 6.21, 13.06449301346077, 0.0, 0.0, 5
1.52042146, 13.3767, 0.0, 1.40066, 72.2516, 4.05403466674826, 12.49932, 0.0, 0.0, 5
1.51828014, 14.46065, 2.24051, 1.61894, 72.3804, 0.0, 9.26056, 0.0, 0.0, 6
1.51299518, 14.4008, 1.74212, 1.53869, 74.5476, 0.3852835210215495, 7.59276, 0.0, 0.0, 6
1.51652608, 14.513285962902774, 0.0, 1.1888, 75.1804, 2.70135, 8.927, 1.4697094313729808, 0.17127086294378874, 7
1.52064926, 16.141877979061537, 0.0, 1.7952566612268, 73.422, 1.1314265757662771, 10.3677893389896, 1.64115, 0.0, 7
1.51545542, 14.14145, 0.0, 2.68145, 73.3884, 0.08073, 7.791867135791543, 0.6111, 0.0255, 7
1.5171867, 14.75325, 0.0, 2.00093, 70.24548915843374, 0.0, 8.52888, 1.59075, 0.0408, 7
1.51727782, 14.754044067953723, 0.0, 2.34119, 73.282, 0.0, 8.94852, 0.6615, 0.0, 7
1.51766508, 13.21045, 3.69078, 0.9399972874834195, 72.61, 0.06622401367552205, 8.21684, 0.0, 0.0, 1
1.51643496, 11.571367969403827, 3.52016, 1.1182038983442364, 73.08113729772883, 0.57132, 8.52888, 0.0, 0.26255407664984326, 3
1.52247166, 14.85965, 4.41388140692466, 2.05871, 70.258, 0.75762, 9.75552, 0.0, 0.0, 7
