@relation  glass
@attribute RI real[1.51115,1.53393]
@attribute Na real[10.73,17.38]
@attribute Mg real[0.0,4.49]
@attribute Al real[0.29,3.5]
@attribute Si real[69.81,75.41]
@attribute K real[0.0,6.21]
@attribute Ca real[5.43,16.19]
@attribute Ba real[0.0,3.15]
@attribute Fe real[0.0,0.51]
@attribute TypeGlass{1,2,3,4,5,6,7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs TypeGlass
@data
1.52222108, 13.21045, 3.7716, 0.79076, 71.9884, 0.13041, 10.2452, 0.0, 0.0, 1
1.51755118, 13.603772617609653, 3.65935, 1.1888, 72.7892, 0.57132, 8.27064, 0.0, 0.45011882461144564, 1
1.515706, 11.135728682725627, 3.46179, 2.58917069879574, 73.198, 5.363399792156042, 8.08772, 0.0, 0.12153227870388242, 1
1.52171992, 13.5097, 3.8614, 0.88064, 71.7924, 0.22977, 9.54032, 0.0, 0.47654653927929386, 1
1.51755118, 12.99765, 3.60098, 1.35893, 71.04581743902429, 0.57132, 11.954130979907731, 0.0, 0.0561, 1
1.51784732, 13.7745, 3.48873, 1.5546403582777457, 73.85415157177582, 4.022226921658085, 8.48584, 0.0, 0.0, 1
1.5157026239252538, 12.57205, 3.47077, 0.3285051535136311, 73.3884, 0.60237, 8.5504, 0.0, 0.0306, 1
1.52171992, 15.309018805962758, 3.74017, 1.4626180950348773, 72.0108, 0.18009, 9.60488, 0.0, 0.0357, 1
1.523236052254994, 14.049235315737135, 2.4071896375569493, 1.42955, 73.1476, 1.2524413710861564, 10.83836919652493, 1.1832080874552968, 0.0, 1
1.51796122, 12.7383, 0.15872882322145832, 1.3493, 72.9572, 0.63963, 8.67952, 0.0, 0.0, 1
1.51748284, 12.858, 3.56057, 1.26905, 71.87368807490536, 2.298951591076085, 15.450573790860497, 0.0, 0.0867, 1
1.5178638252103687, 12.7782, 3.61894, 1.29152, 72.7892, 0.58995, 8.70104, 0.0, 0.0, 1
1.5150857766122827, 13.46315, 3.82997, 1.25942, 72.5484, 0.57132, 8.20608, 0.0, 0.0714, 2
1.5159338, 13.25035, 3.44832, 1.42955, 73.17, 0.60858, 7.86176, 0.0, 0.0, 2
1.51789288, 13.467665219881493, 3.90181, 1.30115, 72.33, 0.28713246283753135, 8.4428, 0.0, 0.1428, 2
1.51818902, 12.6186, 1.545649967581418, 0.82928, 73.07774706711707, 0.34776, 9.42196, 0.0, 0.102, 2
1.51846238, 13.0974, 3.96916, 1.1888, 72.442, 0.5145817588909021, 8.43204, 0.0, 0.0, 2
1.51841682, 13.0176, 2.293389586150504, 1.0604, 72.3412, 0.63963, 9.13144, 0.0, 0.11991973465073848, 2
1.52739214, 11.0226, 0.0, 0.74903, 73.0804, 0.0, 14.96336, 0.0, 0.0, 2
1.5335639737418654, 13.33015, 1.5396081618940478, 1.4585650987407577, 72.778, 3.4937759352228084, 15.92645272945437, 0.16492534306946335, 0.0, 2
1.51591102, 13.0176, 3.57853, 1.5098, 73.1196, 0.68931, 7.9586, 0.0, 0.0, 2
1.51841682, 12.93115, 0.28301019404153577, 1.10855, 72.2796, 0.63963, 8.95928, 0.0, 0.1122, 2
1.51800678, 13.7092, 3.92875, 1.53869, 71.8092, 0.54027, 15.469957042541346, 0.0, 0.26175434935645997, 2
1.51591102, 12.8181, 3.52016, 1.90142, 73.39512291637834, 0.68931, 7.96936, 0.0, 0.0, 2
1.5241671632096538, 12.5521, 3.47975, 1.86932, 73.2316, 0.62721, 8.07696, 2.8992787546942194, 0.459, 2
1.51654886, 12.7516, 2.85115, 1.43918, 73.2708, 0.57132, 6.728642202778403, 0.11025, 0.1122, 2
1.51846238, 13.40995, 0.9227004924539245, 0.549411935529069, 72.3804, 0.50922, 8.2814, 0.5245143407430766, 0.0, 2
1.52210718, 14.188, 1.647193526138364, 0.9777718416759213, 71.3612, 0.22977, 9.1422, 0.0, 0.1887, 3
1.520742983934561, 13.64935, 3.65935, 1.10855, 72.7724, 0.11178, 15.490675656716498, 0.0, 0.0, 3
1.51654886, 13.40995, 3.38995, 1.27868, 72.638, 1.2922015856164977, 8.64724, 0.3004652799690294, 0.0, 3
1.52119598, 12.97105, 0.32777, 1.5098, 70.47349587381433, 2.4437524420683627, 11.27268, 1.5178740322747906, 0.1428, 5
1.51666276, 13.336318485796525, 2.271166580613043, 1.8308, 73.8812, 0.96876, 5.995910568387692, 0.0, 0.10428909311869393, 5
1.52058092, 14.254705239065155, 1.61191, 2.17106, 72.1788, 0.75762, 9.70172, 0.2394, 0.2601, 5
1.5196925, 11.495334151712091, 0.0, 0.55964, 69.90396743646217, 0.0, 11.21888, 0.0, 0.0, 6
1.51682222, 14.5604, 0.0, 1.97846, 73.2876, 0.0, 8.51812, 1.5687, 0.0357, 7
1.51645774, 14.93945, 0.0, 1.053062870822163, 73.1084, 0.0, 8.66876, 1.3797, 0.408723598140926, 7
1.516711128718588, 11.406842047094099, 1.83192, 1.31078, 70.90179949171184, 0.3105, 6.697327763891622, 1.67895, 0.0, 7
1.51609326, 15.126, 0.0, 2.51132, 73.0524, 0.04968, 8.83016, 2.436385195640937, 0.4816760259404956, 7
1.51602492, 14.853, 0.0, 1.7494473642831314, 73.282, 0.0, 8.75484, 0.63945, 0.459, 7
1.51566044, 13.29025, 3.44832, 1.21127, 72.7388, 0.5589, 8.57192, 0.0, 0.0, 1
1.5190091, 13.48975, 3.47975, 1.3493, 71.9492, 0.55269, 9.00232, 0.0, 0.3885979695195793, 1
1.530925129538275, 12.93115, 3.53812, 1.61894, 74.58317266184211, 0.63963, 8.03392, 2.7056970874908606, 0.1071, 2
1.51613882, 13.8821, 1.77804, 1.78907, 73.0972, 0.0, 8.66876, 1.299823288246948, 0.0, 7
