@relation  ionosphere
@attribute Pulse1 integer[0,1]
@attribute Pulse3 real[-1.0,1.0]
@attribute Pulse4 real[-1.0,1.0]
@attribute Pulse5 real[-1.0,1.0]
@attribute Pulse6 real[-1.0,1.0]
@attribute Pulse7 real[-1.0,1.0]
@attribute Pulse8 real[-1.0,1.0]
@attribute Pulse9 real[-1.0,1.0]
@attribute Pulse10 real[-1.0,1.0]
@attribute Pulse11 real[-1.0,1.0]
@attribute Pulse12 real[-1.0,1.0]
@attribute Pulse13 real[-1.0,1.0]
@attribute Pulse14 real[-1.0,1.0]
@attribute Pulse15 real[-1.0,1.0]
@attribute Pulse16 real[-1.0,1.0]
@attribute Pulse17 real[-1.0,1.0]
@attribute Pulse18 real[-1.0,1.0]
@attribute Pulse19 real[-1.0,1.0]
@attribute Pulse20 real[-1.0,1.0]
@attribute Pulse21 real[-1.0,1.0]
@attribute Pulse22 real[-1.0,1.0]
@attribute Pulse23 real[-1.0,1.0]
@attribute Pulse24 real[-1.0,1.0]
@attribute Pulse25 real[-1.0,1.0]
@attribute Pulse26 real[-1.0,1.0]
@attribute Pulse27 real[-1.0,1.0]
@attribute Pulse28 real[-1.0,1.0]
@attribute Pulse29 real[-1.0,1.0]
@attribute Pulse30 real[-1.0,1.0]
@attribute Pulse31 real[-1.0,1.0]
@attribute Pulse32 real[-1.0,1.0]
@attribute Pulse33 real[-1.0,1.0]
@attribute Pulse34 real[-1.0,1.0]
@attribute Class{g,b}
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 1.0, -0.452, 1.0, 0.5660315019930786, 0.712, -0.2398617051634615, 0.0, 0.0, 0.43049894492852014, 0.0, 0.0, 0.0, -1.0, 0.145, 0.541, -0.393, -1.0, -0.545, -0.7, 1.0, 0.0, 0.0, 0.6807035956719665, 0.907, 0.516, 1.0, 1.0, -0.201, 0.257, 1.0, -0.324, 1.0, b
1, 1.0, -0.024, 0.941, 0.065, 0.921, -0.233, 0.772, -0.164, 0.528, -0.203, 0.564, -0.0070, 0.344, -0.275, 0.529, -0.218, 0.451, -0.178, 0.06, -0.356, 0.023, -0.529, 0.033, -0.652, 0.133, -0.532, 0.024, -0.622, -0.057, -0.596, -0.046, -0.657, g
1, -0.019, -0.085, 0.0, 0.0, 0.0, 0.0, 0.115, -0.268, -0.457, -0.382, 0.0, 0.0, -0.337, 0.386, -0.371, 0.15, 0.637, 0.221, 0.0, 0.0, 0.0, 0.0, -0.148, -0.013, 0.206, -0.023, 0.0, 0.0, 0.166, 0.241, -0.082, 0.381, b
1, 1.0, -0.163, 1.0, -0.102, 1.0, -0.152, 1.0, -0.193, 0.941, -0.352, 0.957, -0.298, 0.937, -0.344, 0.945, -0.281, 0.901, -0.434, 0.9985426948402409, -0.473, 0.83, -0.512, 0.841, -0.471, 0.762, -0.584, 0.657, -0.688, 0.687, -0.645, 0.647, -0.672, g
0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, b
0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 0.0, -0.18401991091296543, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, b
1, 1.0, -0.159, 0.723, 0.277, 0.834, -0.584, 1.0, -0.9498300361330225, 1.0, -0.499, 0.8, -0.125, 0.768, 0.146, 1.0, 0.393, 1.0, 0.266, 0.964, -0.019, 0.926, -0.913, 1.0, 0.148, 1.0, -0.116, 1.0, -0.111, 1.0, 0.534, 1.0, -0.578, g
1, 0.662, -1.0, 1.0, 1.0, 1.0, -0.673, 0.809, -0.404, 1.0, -1.0, 1.0, -0.894, 1.0, 0.734, -0.27553553489864235, 0.71, 1.0, 0.78, 1.0, 0.853, 1.0, -1.0, 1.0, 0.854, 1.0, -0.086, 0.96, -0.362, 1.0, 0.653, 1.0, 0.347, b
0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 0.0, 0.0, b
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -0.375, -0.8804300841596979, -1.0, -1.0, 0.0, 0.0, 0.7164043480801405, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -0.1236973482006456, 0.0, 0.0, 0.0, b
