@relation  yeast
@attribute Mcg real[0.11,1.0]
@attribute Gvh real[0.13,1.0]
@attribute Alm real[0.21,1.0]
@attribute Mit real[0.0,1.0]
@attribute Erl real[0.5,1.0]
@attribute Pox real[0.0,0.83]
@attribute Vac real[0.0,0.73]
@attribute Nuc real[0.0,1.0]
@attribute Class{MIT,NUC,CYT,ME1,ME2,ME3,EXC,VAC,POX,ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.43, 0.67, 0.48, 0.27, 0.5, 0.0, 0.53, 0.22, MIT
0.51, 0.4, 0.56, 0.17, 0.5, 0.5, 0.49, 0.14158075608815548, CYT
0.4, 0.39, 0.6, 0.15, 0.5, 0.0, 0.58, 0.3, CYT
0.42, 0.37, 0.59, 0.2, 0.5, 0.0, 0.52, 0.29, NUC
0.46, 0.44, 0.52, 0.11, 0.5, 0.0, 0.5, 0.22, CYT
0.47, 0.39, 0.5, 0.11, 0.5, 0.0, 0.49, 0.4, CYT
0.58, 0.47, 0.54, 0.11, 0.6647553904132814, 0.0, 0.51, 0.26, NUC
0.45, 0.4, 0.5, 0.16, 0.5, 0.0, 0.5, 0.22, CYT
0.9777992685320319, 0.53, 0.43, 0.44, 0.5, 0.0, 0.5, 0.22, MIT
0.57, 0.53, 0.53, 0.34, 0.5, 0.0, 0.53, 0.12032179025009317, MIT
0.64, 0.59, 0.56, 0.23, 0.5, 0.0, 0.46, 0.22, CYT
0.38, 0.49, 0.53, 0.19, 0.5, 0.0, 0.5, 0.22, CYT
0.45, 0.58, 0.48, 0.67, 0.5, 0.0, 0.52, 0.22, MIT
0.37, 0.32, 0.47, 0.18, 0.5, 0.0, 0.45, 0.25, NUC
0.6, 0.5, 0.44, 0.61, 0.5, 0.0, 0.47, 0.22, MIT
0.33, 0.43, 0.64, 0.16, 0.5, 0.0, 0.52, 0.52, NUC
0.49, 0.61, 0.49, 0.25, 0.5, 0.0, 0.5, 0.28, CYT
0.47, 0.52, 0.5, 0.4, 0.5, 0.0, 0.41, 0.22, CYT
0.47, 0.39, 0.55, 0.24, 0.5, 0.0, 0.18378568345303314, 0.22, CYT
0.44, 0.59, 0.36, 0.16, 0.5, 0.0, 0.52, 0.22, ME3
0.45, 0.8823663910926242, 0.5, 0.6, 0.5, 0.0, 0.49, 0.22, MIT
0.47, 0.41, 0.66, 0.8556703736203887, 0.5, 0.0, 0.53, 0.22, MIT
0.53, 0.51, 0.55, 0.05, 0.5, 0.02012451856632822, 0.45, 0.25, NUC
0.29, 0.32, 0.58, 0.15, 0.5, 0.0, 0.5, 0.3, CYT
0.54, 0.49, 0.49, 0.2, 0.8074706767935935, 0.0, 0.52, 0.22, CYT
0.42, 0.51, 0.5, 0.12, 0.5, 0.0, 0.52, 0.46, NUC
0.57, 0.28940044475705373, 0.53, 0.18, 0.5, 0.0, 0.56, 0.25, NUC
0.49, 0.31, 0.754319528584443, 0.35, 0.5, 0.0, 0.51, 0.29, NUC
0.37, 0.58, 0.44, 0.51, 0.5, 0.0, 0.44, 0.22, MIT
0.35, 0.66, 0.49, 0.21, 0.5, 0.0, 0.54, 0.25, CYT
0.52, 0.4, 0.6, 0.12, 0.5, 0.0, 0.55, 0.22, CYT
0.57, 0.41, 0.59, 0.24, 0.5, 0.0, 0.4, 0.22, CYT
0.58, 0.56, 0.45, 0.12, 0.5, 0.0, 0.51, 0.22, NUC
0.31, 0.46, 0.54, 0.52, 0.5, 0.0, 0.5, 0.34, NUC
0.38, 0.51, 0.75, 0.17, 0.5, 0.0, 0.55, 0.22, CYT
0.44, 0.68, 0.45, 0.51, 0.5, 0.0, 0.52, 0.41, MIT
0.55, 0.42, 0.34, 0.3, 0.5, 0.0, 0.52, 0.22, ME3
0.36, 0.68, 0.38, 0.08, 0.5, 0.7591095097780017, 0.53, 0.25, VAC
0.43, 0.39, 0.54, 0.14, 0.5, 0.0, 0.47, 0.22, NUC
0.17348314462077877, 0.42, 0.41, 0.16, 0.5, 0.0, 0.52, 0.22, ME2
0.37, 0.53, 0.46, 0.03045479558186019, 0.5, 0.0, 0.47, 0.22, NUC
0.58, 0.6, 0.43, 0.12, 0.5, 0.0, 0.55, 0.22, ME3
0.54, 0.65, 0.49, 0.34, 0.5, 0.0, 0.52, 0.22, CYT
0.58, 0.53, 0.38, 0.18, 0.5, 0.0, 0.52, 0.22, ME3
0.35, 0.6, 0.47, 0.13, 0.5, 0.0, 0.52, 0.43, NUC
0.35, 0.46, 0.49, 0.15, 1.0, 0.0, 0.55, 0.35, CYT
