@relation  yeast
@attribute Mcg real[0.11,1.0]
@attribute Gvh real[0.13,1.0]
@attribute Alm real[0.21,1.0]
@attribute Mit real[0.0,1.0]
@attribute Erl real[0.5,1.0]
@attribute Pox real[0.0,0.83]
@attribute Vac real[0.0,0.73]
@attribute Nuc real[0.0,1.0]
@attribute Class{MIT,NUC,CYT,ME1,ME2,ME3,EXC,VAC,POX,ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.48, 0.45, 0.59, 0.2, 0.5, 0.0, 0.58, 0.34, NUC
0.43, 0.39, 0.54, 0.21, 0.5, 0.0, 0.53, 0.27, NUC
0.5, 0.6922658234467418, 0.55, 0.21, 0.5, 0.0, 0.49, 0.22, NUC
0.61, 0.7962826835890958, 0.55, 0.21, 0.5, 0.0, 0.5, 0.25, NUC
0.43, 0.44, 0.48, 0.22, 0.5, 0.0, 0.51, 0.7431972340548405, CYT
0.8873673755855689, 0.63, 0.42, 0.3, 0.5, 0.0, 0.49, 0.22, CYT
0.46, 0.53, 0.52, 0.15, 0.5, 0.23272633846447016, 0.58, 0.22, CYT
0.57, 0.47, 0.6, 0.18, 0.5, 0.0, 0.51, 0.22, CYT
0.33, 0.55, 0.51, 0.43, 0.5, 0.0, 0.51, 0.22, NUC
0.78, 0.74, 0.42, 0.26, 0.5, 0.0, 0.43, 0.22, ME1
0.86, 0.68, 0.39, 0.24, 0.5, 0.0, 0.54, 0.22, ME2
0.79, 0.57, 0.41, 0.28, 0.5, 0.0, 0.59, 0.22, ME2
0.41, 0.54, 0.39, 0.2, 0.5, 0.0, 0.51, 0.22, ME3
0.53, 0.31, 0.58, 0.39, 0.5, 0.0, 0.47, 0.37, NUC
0.48, 0.39, 0.51, 0.21, 0.5, 0.0, 0.52, 0.28, CYT
0.66, 0.62, 0.49, 0.1, 0.5, 0.0, 0.49, 0.22, CYT
0.48, 0.43, 0.51, 0.32, 0.5, 0.0, 0.52, 0.43, NUC
0.41, 0.46, 0.59, 0.19, 0.5, 0.0, 0.58, 0.27, NUC
0.48, 0.54, 0.3477374077466636, 0.12, 0.7607252839395602, 0.0, 0.51, 0.22, CYT
0.45, 0.55, 0.54, 0.66, 0.5, 0.0, 0.47, 0.22, MIT
0.49, 0.42, 0.56, 0.55, 0.5, 0.0, 0.42, 0.25, MIT
0.5124630611651724, 0.54, 0.53, 0.54, 0.5, 0.0, 0.51, 0.020631024618780015, MIT
0.48, 0.45, 0.55, 0.5, 0.5, 0.0, 0.53, 0.22, MIT
0.54, 0.52, 0.63, 0.37, 0.5, 0.0, 0.46, 0.22, MIT
0.46, 0.38, 0.47, 0.22, 0.5, 0.0, 0.6370506078859444, 0.27, MIT
0.38, 0.5, 0.37, 0.26, 0.5, 0.0, 0.5178137055732808, 0.22, ME3
0.69, 0.7, 0.52, 0.36, 0.5, 0.0, 0.46, 0.22, EXC
0.44, 0.52, 0.41, 0.23, 0.8845867399090405, 0.0, 0.51, 0.22, NUC
0.59, 0.67, 0.56, 0.41, 0.5, 0.0, 0.47, 0.22, MIT
0.58, 0.62, 0.54, 0.17, 0.5, 0.0, 0.48, 0.22, MIT
0.46, 0.71, 0.48, 0.53, 0.5, 0.0, 0.53, 0.22, MIT
0.62, 0.51, 0.52, 0.42, 0.5, 0.0, 0.54, 0.27, NUC
0.59, 0.48, 0.5, 0.14, 0.5, 0.0, 0.5660215923856062, 0.25, CYT
0.4, 0.42, 0.71, 0.21, 0.5, 0.0, 0.54, 0.32, CYT
0.35, 0.45, 0.43, 0.8633636396525809, 0.5, 0.0, 0.56, 0.22, ME3
0.42, 0.42, 0.42, 0.2, 0.5, 0.0, 0.49, 0.22, ME3
0.5734945154105068, 0.42, 0.38, 0.4, 0.5, 0.36029539587448706, 0.49, 0.47, ME3
0.8473593673848918, 0.44, 0.3, 0.11, 0.5, 0.0, 0.51, 0.47, ME3
0.66, 0.45, 0.5, 0.23, 0.5, 0.0, 0.49, 0.22, CYT
0.31, 0.31, 0.56, 0.33, 0.929127978842968, 0.0, 0.52, 0.33, NUC
0.24, 0.34, 0.69, 0.18, 0.5, 0.0, 0.52, 0.22, CYT
0.31, 0.55, 0.52, 0.17, 0.5, 0.0, 0.52, 0.22, CYT
0.32, 0.57, 0.5, 0.15, 0.5, 0.0, 0.53, 0.22, CYT
0.61, 0.7013781788459462, 0.31, 0.33, 0.5, 0.0, 0.56, 0.22, MIT
0.44, 0.42, 0.6, 0.21, 0.5, 0.0, 0.57, 0.22, CYT
0.49, 0.46, 0.24344318082170635, 0.45, 0.5, 0.0, 0.52, 0.22, MIT
0.49, 0.6, 0.43, 0.56, 0.5, 0.0, 0.36, 0.22, MIT
0.53, 0.38, 0.66, 0.25, 0.5, 0.27541259359461545, 0.43, 0.22, NUC
0.41, 0.51, 0.58, 0.15, 0.5, 0.0, 0.45, 0.27, CYT
0.2, 0.26, 0.52, 0.14, 0.5, 0.0, 0.53, 0.44, CYT
0.51, 0.53, 0.55, 0.14, 0.5, 0.0, 0.51, 0.22, CYT
0.39, 0.28, 0.46, 0.12, 0.5, 0.0, 0.41, 0.22, NUC
0.23, 0.2, 0.53, 0.2, 0.5, 0.0, 0.44, 0.22, NUC
0.9920101190549345, 0.54, 0.56, 0.22, 0.5, 0.0, 0.5, 0.37, NUC
0.51, 0.55, 0.35, 0.16, 0.5, 0.0, 0.51, 0.47, ME3
0.45, 0.56, 0.53, 0.32, 0.5, 0.0, 0.57, 0.22, CYT
0.32, 0.47, 0.55, 0.12, 0.5, 0.0, 0.52, 0.22, CYT
0.55, 0.46, 0.46, 0.31, 0.8542597040893183, 0.0, 0.58, 0.48, NUC
0.56, 0.62, 0.53, 0.24, 0.5, 0.0, 0.57, 0.22, CYT
0.58, 0.6, 0.51, 0.24, 0.5, 0.0, 0.15034917425838046, 0.22, CYT
0.35, 0.36, 0.57, 0.17, 0.5, 0.0, 0.52, 0.22, CYT
0.45, 0.4, 0.56, 0.14, 0.5, 0.0, 0.54, 0.22, CYT
0.5, 0.5, 0.48, 0.17, 0.5, 0.0, 0.47, 0.26, CYT
0.6, 0.6, 0.49, 0.13573453764797527, 0.5, 0.06783002598626306, 0.53, 0.22, NUC
0.49, 0.46, 0.34, 0.21, 0.5, 0.0, 0.55, 0.22, ME3
0.45, 0.42, 0.52, 0.2, 0.5, 0.0, 0.23309499330425054, 0.25, CYT
0.37, 0.6186746800268709, 0.5, 0.12, 0.5, 0.0, 0.51, 0.54, CYT
0.27, 0.51, 0.47, 0.35, 0.5, 0.0, 0.49, 0.28, NUC
0.64, 0.53, 0.45, 0.13, 0.5, 0.0, 0.53, 0.22, CYT
0.9043954846436147, 0.51, 0.51, 0.7431380624750484, 0.5, 0.0, 0.51, 0.4, CYT
0.44, 0.51, 0.48, 0.17794417384498384, 0.5, 0.0, 0.52, 0.22, CYT
0.58, 0.41, 0.51, 0.26, 0.5, 0.0, 0.51, 0.37, CYT
0.37, 0.34, 0.58, 0.24, 0.5, 0.0, 0.44, 0.18, NUC
0.61, 0.57, 0.45, 0.860911954394754, 0.5, 0.0, 0.5, 0.42, NUC
0.53, 0.68, 0.34, 0.42, 0.5, 0.0, 0.54, 0.27, ME3
0.85, 0.85, 0.3, 0.6337880502999267, 0.5, 0.0, 0.55, 0.42, ME1
0.55, 0.53, 0.56, 0.29, 0.5, 0.0, 0.48, 0.22, MIT
0.38, 0.46, 0.52, 0.75, 0.5, 0.0, 0.5, 0.26, MIT
0.43, 0.44, 0.3, 0.18, 0.5, 0.0, 0.51, 0.22, ME3
0.43, 0.45, 0.37, 0.12, 0.5, 0.0, 0.5005271992670668, 0.22, ME3
0.45, 0.57, 0.3, 0.17, 0.5, 0.6213086579649962, 0.51, 0.22, ME3
0.42, 0.44, 0.33, 0.17, 0.5, 0.0, 0.54, 0.27, ME3
0.45, 0.54, 0.54, 0.62, 0.5, 0.0, 0.53, 0.22, MIT
0.51, 0.34, 0.43, 0.18, 0.5, 0.2156367021602664, 0.48, 0.25, CYT
0.45, 0.38, 0.59, 0.18, 0.5, 0.0, 0.44, 0.45, NUC
0.89, 0.81, 0.36, 0.71, 0.5, 0.0, 0.55, 0.00921834307006056, ME1
0.58, 0.55, 0.52, 0.22, 0.5, 0.0, 0.44, 0.22, MIT
0.5, 0.45, 0.49, 0.3, 0.5, 0.0, 0.47, 0.4, NUC
0.47, 0.43, 0.35, 0.32, 0.5, 0.0, 0.54, 0.22, ME3
0.7, 0.73, 0.38, 0.36, 0.5, 0.0, 0.54, 0.22, ME1
0.84, 0.63, 0.38, 0.23, 0.5213820546682416, 0.0, 0.53, 0.22, EXC
0.36, 0.44, 0.57, 0.18, 0.5, 0.0, 0.42, 0.22, MIT
0.48, 0.57, 0.6639601708655153, 0.61, 0.5, 0.0, 0.51, 0.22, MIT
0.68, 0.5, 0.55, 0.65, 0.5, 0.3922029912360485, 0.46, 0.31, MIT
0.52, 0.49, 0.57, 0.57, 0.5, 0.0, 0.51, 0.22, NUC
0.18, 0.48, 0.46, 0.12, 0.5, 0.0, 0.0, 0.25, NUC
0.53, 0.51, 0.51, 0.11, 0.5, 0.0, 0.49, 0.41, NUC
0.58, 0.49, 0.5, 0.41, 0.5, 0.0, 0.57, 0.22, MIT
0.57, 0.44, 0.8788943277110565, 0.2, 0.5, 0.0, 0.54, 0.22, CYT
0.55, 0.65, 0.5, 0.28, 0.5, 0.1513269811103416, 0.55, 0.22, NUC
0.29, 0.46, 0.54, 0.27, 0.5, 0.0, 0.49, 0.22, CYT
0.66, 0.52, 0.52, 0.44, 0.5, 0.0, 0.56, 0.27, MIT
0.37, 0.31, 0.53, 0.16, 0.5, 0.0, 0.53, 0.44, NUC
0.45, 0.73, 0.47, 0.65, 0.5, 0.0, 0.54, 0.43, MIT
0.66, 0.54, 0.49, 0.16, 0.5, 0.0, 0.54, 0.36, NUC
0.42, 0.5, 0.53, 0.22, 0.5, 0.83, 0.5, 0.22, POX
0.59, 0.57, 0.43, 0.26, 0.5, 0.0, 0.51, 0.22, MIT
0.39, 0.3, 0.56, 0.12, 0.5, 0.0, 0.53, 0.38, NUC
0.41, 0.54, 0.58, 0.2, 0.5, 0.0, 0.52, 0.22, MIT
0.45, 0.43, 0.63, 0.4, 0.5, 0.0, 0.59, 0.11, MIT
0.44, 0.44, 0.67, 0.35, 0.5, 0.0, 0.48, 0.22368942765139263, MIT
0.62, 0.356735555882737, 0.54, 0.47, 0.5, 0.0, 0.46, 0.22, MIT
0.51, 0.48, 0.51, 0.43, 0.5, 0.0, 0.49, 0.22, MIT
0.46, 0.46, 0.56, 0.12, 0.5, 0.0, 0.55, 0.22, MIT
0.36, 0.39, 0.9744127648101218, 0.26, 0.5, 0.0, 0.49, 0.22, NUC
0.47, 0.59, 0.37, 0.31, 0.5, 0.0, 0.5060634067552312, 0.36, NUC
0.33, 0.6208476855468116, 0.53, 0.29, 0.5, 0.0, 0.5, 0.55, NUC
0.11, 0.41, 0.67, 0.13, 0.5, 0.0, 0.45, 0.29, NUC
0.47, 0.5, 0.55, 0.19, 0.5, 0.0, 0.62, 0.22, CYT
0.49, 0.44, 0.51, 0.18, 0.5, 0.0, 0.52, 0.27, CYT
0.43, 0.28, 0.7140646502920577, 0.34, 0.5, 0.0, 0.55, 0.57, NUC
0.3, 0.24722842059033656, 0.7018208041372292, 0.16, 0.5220491972337592, 0.0, 0.3116530729997095, 0.28, NUC
0.83, 0.57, 0.42, 0.57, 0.5, 0.0, 0.5, 0.32, ME2
0.52, 0.64, 0.34, 0.10342357147099068, 0.5, 0.0, 0.57, 0.22, MIT
0.58, 0.51, 0.56, 0.16, 0.5, 0.0, 0.25166336506643877, 0.8245810961408031, NUC
0.69, 0.39, 0.52, 0.12, 0.5, 0.0, 0.38, 0.35, CYT
0.47, 0.43, 0.59, 0.27, 0.5, 0.0, 0.55, 0.22, POX
0.45, 0.9853977780196345, 0.61, 0.2, 0.5, 0.0, 0.62, 0.22, CYT
0.61, 0.46, 0.481627935921221, 0.47, 0.5, 0.0, 0.5, 0.37, NUC
0.8, 0.82, 0.6668525155067566, 0.26, 0.5, 0.0, 0.57, 0.27, VAC
0.75, 0.6, 0.43, 0.35, 0.5, 0.0, 0.45, 0.27, MIT
0.57, 0.49, 0.5, 0.2, 0.5, 0.0, 0.51, 0.28, CYT
0.74, 0.74, 0.51, 0.27, 0.553546175838808, 0.0, 0.5, 0.22, EXC
0.4, 0.37, 0.54, 0.13, 0.5, 0.0, 0.48, 0.22, NUC
0.45, 0.4, 0.43, 0.22, 0.5, 0.0, 0.51, 0.48, NUC
0.74, 0.71, 0.52, 0.3, 0.5, 0.0, 0.27, 0.22, EXC
0.4, 0.39, 0.33, 0.17, 0.5, 0.0, 0.51, 0.31, VAC
0.97, 0.71, 0.29, 0.5909901081097755, 0.5, 0.0, 0.35, 0.22, ME2
0.25620006800773554, 0.43, 0.34, 0.21, 0.5, 0.0, 0.55, 0.4, ME3
0.56, 0.5, 0.56, 0.26, 0.5, 0.0, 0.5307943583095434, 0.27, NUC
0.41, 0.53, 0.41, 0.15, 0.5, 0.0, 0.54, 0.25, NUC
0.66, 0.55, 0.34, 0.2, 0.5, 0.0, 0.62, 0.22, ME3
0.75, 0.69, 0.48, 0.13, 0.5, 0.0, 0.57, 0.4, VAC
0.42, 0.53, 0.57, 0.17, 0.5, 0.0, 0.49, 0.22, CYT
0.33, 0.35, 0.56, 0.19, 0.5, 0.0, 0.5, 0.22, NUC
0.77, 0.57, 0.45, 0.17, 0.5, 0.0, 0.53, 0.22, CYT
0.56, 0.59, 0.54, 0.18, 0.5, 0.0, 0.48, 0.46, NUC
0.68, 0.39, 0.5, 0.15, 0.5, 0.0, 0.48, 0.37, NUC
0.32, 0.48, 0.49, 0.17, 0.5, 0.0, 0.47, 0.22, NUC
0.51, 0.39, 0.56, 0.25, 0.5, 0.0, 0.51, 0.33, NUC
0.51, 0.51, 0.56, 0.28, 0.5, 0.0, 0.54, 0.27, CYT
0.48, 0.56, 0.49, 0.32, 0.5, 0.0, 0.5, 0.22, CYT
0.29, 0.4, 0.41, 0.48, 0.5, 0.0, 0.53, 0.3248719352588225, NUC
0.61, 0.55, 0.51, 0.1436142644713666, 0.5, 0.212944478586536, 0.52, 0.22, CYT
0.5, 0.5377640223940285, 0.52, 0.3, 0.5, 0.0, 0.56, 0.22, MIT
0.64, 0.7903151503531997, 0.59, 0.14, 0.5, 0.0, 0.53, 0.22, MIT
0.38, 0.31, 0.59, 0.19, 0.5, 0.0, 0.46, 0.22, MIT
0.51, 0.55, 0.56, 0.18, 0.5, 0.0, 0.5, 0.38, NUC
0.64, 0.5, 0.53, 0.1, 0.5, 0.0, 0.51, 0.22, NUC
0.49, 0.67, 0.5, 0.28, 0.5, 0.0, 0.43, 0.22, NUC
0.32, 0.49, 0.53, 0.28, 0.5, 0.0, 0.5, 0.5, NUC
0.42, 0.21, 0.59, 0.3, 0.5, 0.0, 0.47, 0.27, NUC
0.37, 0.58, 0.5, 0.22, 0.5, 0.4318218234115797, 0.47, 0.22, NUC
