@relation  ecoli
@attribute Mcg real[0.0,89.0]
@attribute Gvh real[1.0,88.0]
@attribute Lip real[1.0,48.0]
@attribute Chg real[1.0,5.0]
@attribute Aac real[0.0,88.0]
@attribute Alm1 real[1.0,94.0]
@attribute Alm2 real[0.0,99.0]
@attribute Site{cp,im,imS,imL,imU,om,omL,pp}
@inputs Mcg, Gvh, Lip, Chg, Aac, Alm1, Alm2
@outputs Site
@data
87.76083166984861, 29.0, 48.0, 5.0, 56.0, 24.0, 35.0, cp
23.0, 18.372483381855414, 48.0, 3.428617291717934, 80.34284922302301, 25.0, 35.0, cp
29.0, 28.0, 48.0, 5.0, 44.0, 23.0, 34.0, cp
25.0, 30.569296967836397, 48.0, 5.0, 46.0, 10.355312674621892, 52.0, cp
34.0, 45.0, 48.0, 1.4020376485777175, 38.0, 66.36396663830708, 35.0, cp
41.0, 78.66466777717338, 48.0, 5.0, 39.0, 21.0, 32.0, cp
31.0, 23.0, 48.0, 5.0, 73.0, 5.0, 14.0, cp
21.0, 51.0, 31.62223404846672, 5.0, 64.58318594856728, 32.0, 41.0, cp
61.942929146332425, 41.10971731741673, 48.0, 5.0, 27.465190916197653, 35.0, 44.0, cp
53.0, 38.0, 48.0, 4.354468237458372, 44.0, 26.289610337300605, 36.0, cp
34.0, 33.0, 48.0, 5.0, 38.0, 35.0, 97.93797703109169, cp
56.0, 51.0, 17.463376342892502, 5.0, 34.0, 37.0, 46.0, cp
74.95571431795966, 54.0, 48.0, 5.0, 41.0, 38.0, 46.0, cp
3.0, 37.0, 48.0, 5.0, 59.0, 41.0, 49.0, cp
37.0, 52.0, 48.0, 5.0, 42.0, 42.0, 2.9888448142420603, cp
23.0, 34.4602792494605, 48.0, 3.346133223349725, 37.0, 53.0, 59.0, cp
44.0, 34.0, 48.0, 5.0, 3.0, 44.54328732787242, 8.482939271368771, cp
12.329848925427033, 57.0, 48.0, 5.0, 42.0, 47.0, 54.0, cp
44.0, 28.0, 48.0, 5.0, 43.0, 27.0, 37.0, cp
34.0, 28.0, 19.90081612879895, 4.474007294390818, 9.24583900376359, 35.0, 44.0, cp
52.0, 44.0, 48.0, 5.0, 37.0, 39.692594262699735, 42.0, cp
5.0, 51.0, 39.548725861019626, 1.4310194003467958, 27.0, 23.0, 34.0, cp
34.0, 46.0, 48.0, 5.0, 52.0, 35.0, 44.0, cp
41.0, 43.0, 48.0, 5.0, 5.0, 24.0, 45.861347302995, cp
31.0, 47.0, 34.720407273089606, 5.0, 79.90126118434156, 28.0, 65.09741180974464, cp
33.0, 47.0, 48.0, 2.329591805424912, 53.0, 18.0, 3.2295336952036093, cp
34.0, 42.0, 48.0, 5.0, 52.80687909126442, 34.0, 43.0, cp
28.0, 33.0, 48.0, 5.0, 45.0, 22.0, 76.99526284658239, cp
22.956502470410545, 4.0, 48.0, 5.0, 58.0, 64.9875600982894, 78.0, im
52.0, 39.0, 48.0, 2.8347403923596115, 65.0, 26.757579334023777, 73.0, im
73.0, 36.0, 48.0, 5.0, 53.0, 91.0, 92.0, im
86.40089399958981, 46.0, 3.183675409803091, 5.0, 51.0, 5.480313186878412, 7.0, im
