@relation  ecoli
@attribute Mcg real[0.0,89.0]
@attribute Gvh real[1.0,88.0]
@attribute Lip real[1.0,48.0]
@attribute Chg real[1.0,5.0]
@attribute Aac real[0.0,88.0]
@attribute Alm1 real[1.0,94.0]
@attribute Alm2 real[0.0,99.0]
@attribute Site{cp,im,imS,imL,imU,om,omL,pp}
@inputs Mcg, Gvh, Lip, Chg, Aac, Alm1, Alm2
@outputs Site
@data
56.0, 4.0, 48.0, 5.0, 15.920675160344848, 32.138766605672146, 46.0, cp
67.0, 22.68142253804985, 17.8704716006458, 5.0, 36.0, 38.0, 41.535223332824, cp
2.0, 44.0, 19.5734372533796, 4.370627916271479, 46.0, 51.0, 57.0, cp
51.0, 5.0, 48.0, 5.0, 46.0, 32.0, 35.0, cp
44.0, 27.0, 48.0, 5.0, 55.0, 83.03894342087185, 58.0, cp
4.0, 45.0, 48.0, 2.112471681347227, 38.0, 22.0, 11.02167449589392, cp
15.229323903617757, 16.0, 48.0, 5.0, 56.0, 11.0, 23.0, cp
32.0, 10.413646512295502, 46.37877973340889, 5.0, 35.0, 28.0, 12.22324595396017, cp
38.0, 46.0, 48.0, 5.0, 48.0, 22.0, 29.0, cp
44.0, 35.0, 48.0, 5.0, 55.0, 55.0, 61.0, cp
29.0, 3.0, 48.0, 5.0, 45.0, 3.0, 17.0, cp
54.0, 21.704035016406333, 47.65655100733427, 2.111224179414852, 28.0, 48.61364334603158, 42.0, cp
2.3601330885105143, 36.0, 36.067233967843286, 5.0, 41.0, 28.0, 38.0, cp
52.11479989767884, 41.0, 45.52886277402958, 5.0, 61.35838039157874, 47.0, 54.0, cp
24.0, 43.0, 48.0, 5.0, 54.0, 52.0, 59.0, cp
25.0, 37.0, 48.0, 5.0, 41.0, 33.0, 15.20379012548453, cp
41.0, 48.0, 9.772079617663305, 5.0, 51.0, 44.0, 51.0, cp
29.0, 22.745290585268588, 48.0, 5.0, 27.69586902942878, 38.0, 46.0, cp
38.0, 26.0, 48.0, 1.460430393102679, 54.0, 60.52095205442071, 28.0, cp
72.16355805615045, 34.0, 48.0, 5.0, 38.0, 3.0, 17.179973262636917, cp
44.0, 34.85420641951594, 48.0, 5.0, 39.0, 38.0, 4.0, cp
43.0, 32.0, 48.0, 5.0, 1.7687206123417059, 45.0, 52.0, cp
49.0, 43.0, 48.0, 5.0, 49.0, 25.89929329415301, 4.0, cp
