@relation  yeast
@attribute Mcg real[0.11,1.0]
@attribute Gvh real[0.13,1.0]
@attribute Alm real[0.21,1.0]
@attribute Mit real[0.0,1.0]
@attribute Erl real[0.5,1.0]
@attribute Pox real[0.0,0.83]
@attribute Vac real[0.0,0.73]
@attribute Nuc real[0.0,1.0]
@attribute Class{MIT,NUC,CYT,ME1,ME2,ME3,EXC,VAC,POX,ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.43, 0.67, 0.48, 0.8585313986657493, 0.566321797451545, 0.1794713550641833, 0.679173385747516, 0.22, MIT
0.6669248803534835, 0.4, 0.56, 0.17, 0.5, 0.5, 0.49, 0.22, CYT
0.745645793291192, 0.39, 0.6, 0.15, 0.5, 0.0, 0.58, 0.7079489800864712, CYT
0.42, 0.37, 0.9055587510940523, 0.2, 0.6307996693371795, 0.0, 0.52, 0.29, NUC
0.46, 0.44, 0.52, 0.11, 0.5, 0.0, 0.5, 0.22, CYT
0.47, 0.39, 0.5, 0.11, 0.5, 0.0, 0.49, 0.4, CYT
0.58, 0.47, 0.54, 0.11, 0.5, 0.0, 0.51, 0.26, NUC
0.45, 0.7073332200425987, 0.708815244070444, 0.16, 0.8226695286162825, 0.0, 0.5, 0.22, CYT
0.59, 0.53, 0.43, 0.44, 0.615099043379328, 0.0, 0.5, 0.22, MIT
0.1539540982837682, 0.53, 0.53, 0.14511388706628092, 0.9854501730262885, 0.0, 0.53, 0.38594816168443025, MIT
0.64, 0.59, 0.56, 0.23, 0.5, 0.0, 0.46, 0.22, CYT
0.38, 0.49, 0.36885796805351456, 0.19, 0.5, 0.10088938179213772, 0.5, 0.49022444768115514, CYT
0.45, 0.58, 0.48, 0.67, 0.5855051643647032, 0.0, 0.52, 0.22, MIT
0.37, 0.32, 0.47, 0.18, 0.5, 0.0, 0.45, 0.6854845843476906, NUC
0.6, 0.9207739853162258, 0.44, 0.61, 0.5, 0.0, 0.47, 0.22, MIT
0.33, 0.7569436914676203, 0.64, 0.16, 0.5, 0.0, 0.52, 0.52, NUC
0.49, 0.61, 0.49, 0.25, 0.5, 0.0, 0.5, 0.6804795567133649, CYT
0.47, 0.8975826418720145, 0.5, 0.7145690619280956, 0.5, 0.0, 0.2229083383485927, 0.22, CYT
0.47, 0.39, 0.55, 0.24, 0.5, 0.0, 0.47, 0.22, CYT
0.44, 0.59, 0.36, 0.23381277621579655, 0.5, 0.0, 0.5211620301430026, 0.22, ME3
0.9577493952023214, 0.45, 0.8424828507570742, 0.6, 0.5, 0.0, 0.49, 0.22, MIT
0.47, 0.41, 0.66, 0.26, 0.7801430921024044, 0.0, 0.53, 0.22, MIT
0.53, 0.51, 0.55, 0.05, 0.5, 0.0, 0.45, 0.25, NUC
0.29, 0.32, 0.58, 0.15, 0.5, 0.0, 0.5, 0.3, CYT
0.54, 0.49, 0.49, 0.2, 0.5, 0.0, 0.52, 0.22, CYT
0.42, 0.51, 0.3067412426221979, 0.12, 0.998200234840205, 0.0, 0.52, 0.46, NUC
0.57, 0.51, 0.5764034294747755, 0.18, 0.5, 0.0, 0.56, 0.6402236702014281, NUC
0.49, 0.31, 0.49, 0.35, 0.5, 0.0, 0.51, 0.29, NUC
0.37, 0.58, 0.8310090215343537, 0.51, 0.5, 0.0, 0.44, 0.22, MIT
0.35, 0.66, 0.49, 0.21, 0.5, 0.0, 0.54, 0.25, CYT
0.5582414275799509, 0.24788966492234954, 0.6, 0.12, 0.5, 0.0, 0.55, 0.22, CYT
0.3965904813601147, 0.41, 0.59, 0.24, 0.5, 0.0, 0.4, 0.22, CYT
0.7114011873680636, 0.6796952792209795, 0.607139834665493, 0.12, 0.5, 0.0, 0.51, 0.020086885900256896, NUC
0.31, 0.46, 0.54, 0.52, 0.5, 0.0, 0.5, 0.34, NUC
0.38, 0.3977970719937694, 0.9208162145271935, 0.17, 0.5, 0.0, 0.55, 0.47782105847211115, CYT
0.44, 0.68, 0.45, 0.51, 0.7826571667759347, 0.0, 0.52, 0.41, MIT
0.55, 0.452314844043533, 0.7107114185324663, 0.3, 0.5, 0.0, 0.22143244846291663, 0.22, ME3
0.36, 0.68, 0.27719235258577213, 0.08, 0.5, 0.49274355026258704, 0.53, 0.25, VAC
0.43, 0.39, 0.54, 0.14, 0.5, 0.0, 0.08026944557909609, 0.5193871312121365, NUC
0.54, 0.42, 0.41, 0.7411170924876623, 0.7280251015275775, 0.0, 0.52, 0.17151591674692834, ME2
0.37, 0.53, 0.46, 0.23, 0.5, 0.0, 0.5348314931790418, 0.3349350274854654, NUC
0.58, 0.3134131141573687, 0.43, 0.12, 0.9821695905370101, 0.0, 0.55, 0.22, ME3
0.54, 0.65, 0.49, 0.34, 0.5, 0.24454028183234397, 0.52, 0.22, CYT
0.58, 0.53, 0.38, 0.18, 0.5, 0.0, 0.52, 0.22, ME3
0.35, 0.6, 0.4690856725813555, 0.3825207509525401, 0.5, 0.0, 0.52, 0.43, NUC
0.35, 0.46, 0.49, 0.15, 1.0, 0.0, 0.55, 0.35, CYT
0.63, 0.62, 0.42, 0.8233839137999769, 0.5, 0.0, 0.6985148981536075, 0.25, CYT
0.71, 0.59, 0.53, 0.15, 0.5, 0.7100586977740886, 0.49, 0.8901338490867368, CYT
0.46, 0.9501384835550885, 0.9611470112020958, 0.7306098746439931, 0.5, 0.0, 0.055559714156100455, 0.22, ME3
0.35, 0.56, 0.36, 0.11878127281525667, 0.5, 0.0, 0.09126946949895226, 0.25, ME3
0.51, 0.58, 0.54, 0.29, 0.5, 0.0, 0.53, 0.22, CYT
0.44, 0.51, 0.37, 0.15, 0.5, 0.0, 0.51, 0.22, ME3
0.42, 0.39, 0.47, 0.13, 0.5, 0.0, 0.11167605899546204, 0.27, CYT
0.17, 0.38, 0.45, 0.09, 0.5, 0.0, 0.54, 0.27, NUC
0.48, 0.39, 0.49, 0.18, 0.5, 0.0, 0.51, 0.22, CYT
0.74, 0.53, 0.5, 0.08, 0.5, 0.0, 0.55, 0.3867164983848847, CYT
0.69, 0.6972710177435705, 0.38, 0.15, 0.5, 0.0, 0.12284057041929117, 0.22, ME2
0.7613131062316971, 0.5, 0.47, 0.11, 0.6162318180120159, 0.0, 0.46, 0.22, CYT
0.4, 0.48, 0.7503469871055211, 0.17, 0.5, 0.4799665427347567, 0.54, 0.5, CYT
0.47, 0.49, 0.693748297715501, 0.17, 0.5, 0.0, 0.31, 0.10125950330432028, NUC
0.18219471268639775, 0.43, 0.6563798175906715, 0.6292368908480827, 0.5, 0.0, 0.58, 0.22, CYT
0.46, 0.45, 0.56, 0.16, 0.5, 0.0, 0.56, 0.22, CYT
0.5, 0.45, 0.49, 0.8943754278343113, 0.5, 0.8225609859341199, 0.55, 0.43, NUC
0.33, 0.28, 0.46319003684054827, 0.24, 0.5, 0.4141743971580114, 0.53, 0.22, ME3
0.7254023941525729, 0.8474002092535142, 0.8610988892966646, 0.19, 0.5, 0.0, 0.54, 0.47, CYT
0.51, 0.68, 0.49, 0.59, 0.5, 0.0, 0.54, 0.27, MIT
0.55, 0.49, 0.5, 0.46, 0.5, 0.0, 0.52, 0.25, MIT
0.8125983285537451, 0.8265322882836993, 0.52, 0.16, 0.5, 0.0, 0.52, 0.26, CYT
0.4297969918744166, 0.49, 0.47, 0.22, 0.5, 0.17379459012620957, 0.6693203812347074, 0.28, MIT
0.43, 0.51, 0.6, 0.25, 0.5, 0.0, 0.55, 0.5445404861924565, CYT
0.68, 0.719918362959269, 0.43, 0.27, 0.8076095869316742, 0.0, 0.61, 0.22, ME2
0.4709411982681931, 0.53, 0.47, 0.26, 0.5, 0.0, 0.53, 0.31, NUC
0.54, 0.51, 0.54, 0.6906375926198991, 0.5, 0.0, 0.47, 0.25, MIT
0.86, 0.92, 0.5, 0.37, 1.0, 0.0, 0.2471222681824868, 0.32, ERL
0.42, 0.51, 0.39, 0.22, 0.7728156278079412, 0.0, 0.49, 0.26, ME3
0.51, 0.43, 0.47, 0.19, 0.5, 0.0, 0.52, 0.37, CYT
0.6217849295800051, 0.53, 0.43, 0.17, 0.5, 0.0, 0.54, 0.75, NUC
0.39, 0.37, 0.5013219973564432, 0.23, 0.6939800590495533, 0.0, 0.6231396680192881, 0.9390014370295688, ME3
0.48, 0.51, 0.57, 0.24, 0.5, 0.7173571476124593, 0.5, 0.22, CYT
0.68, 0.9623753540083708, 0.51, 0.7835152521225427, 0.5718920302046211, 0.83, 0.54, 0.22, POX
0.9830527348474256, 0.16009673166789504, 0.7757836879826578, 0.44, 0.9378184963571417, 0.0, 0.5949165260710093, 0.22, ME3
0.49, 0.44, 0.45, 0.8497446458436886, 0.8599985339352858, 0.0, 0.51, 0.22, CYT
0.46, 0.57, 0.52, 0.28, 0.5, 0.2525581270392421, 0.7131933390100471, 0.02337238821745207, NUC
0.53, 0.48, 0.45, 0.44, 0.5, 0.16309955421907352, 0.49, 0.27, MIT
0.7, 0.53, 0.968219966513156, 0.22, 0.5, 0.0, 0.51, 0.28, NUC
