@relation  yeast
@attribute Mcg real[0.11,1.0]
@attribute Gvh real[0.13,1.0]
@attribute Alm real[0.21,1.0]
@attribute Mit real[0.0,1.0]
@attribute Erl real[0.5,1.0]
@attribute Pox real[0.0,0.83]
@attribute Vac real[0.0,0.73]
@attribute Nuc real[0.0,1.0]
@attribute Class{MIT,NUC,CYT,ME1,ME2,ME3,EXC,VAC,POX,ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.42, 0.44, 0.48, 0.8239296716227964, 0.5, 0.0, 0.48, 0.22, MIT
0.5, 0.54, 0.48, 0.8269549663707043, 0.5, 0.0, 0.53, 0.22, MIT
0.4924169443064409, 0.8091160552969938, 0.57, 0.21893028943308868, 0.5, 0.061201211912837165, 0.53, 0.25, CYT
0.4051673175266868, 0.51, 0.23931544519013617, 0.8595032966368606, 0.5, 0.0, 0.54, 0.22, MIT
0.53, 0.54, 0.4423484283015943, 0.1, 0.5, 0.0, 0.57, 0.09743627326037647, NUC
0.51, 0.51, 0.43, 0.87, 0.5166706878265065, 0.0, 0.52, 0.22, MIT
0.9561689184736855, 0.67, 0.47, 0.34, 0.5, 0.0, 0.42, 0.22, EXC
0.40341577921607896, 0.45, 0.57, 0.18, 0.5, 0.4094752074800141, 0.56, 0.26, CYT
0.37, 0.36, 0.56, 0.18, 0.5, 0.0, 0.48, 0.26, VAC
0.74, 0.75, 0.58, 0.47, 0.5476313600194713, 0.0, 0.4, 0.35, ME2
0.53, 0.44, 0.51, 0.33, 0.7527905346948631, 0.0, 0.55, 0.27583523753002176, CYT
0.54, 0.48, 0.44, 0.2955021791382465, 0.5516718390983697, 0.7464287369899518, 0.4920743132922971, 0.27, CYT
0.6, 0.47, 0.45, 0.22, 0.5, 0.7491034620206578, 0.51, 0.29, CYT
0.6727772008354722, 0.85, 0.47, 0.37, 0.5, 0.0, 0.56, 0.22, EXC
0.5, 0.4229151047633298, 0.46, 0.46, 0.5, 0.4206039596629803, 0.31826188895810903, 0.8556756293065091, MIT
0.51, 0.54, 0.6, 0.8966066736952882, 0.5, 0.6623813381005035, 0.58, 0.22, MIT
0.67, 0.6774736606882591, 0.4, 0.43, 0.5, 0.83, 0.5, 0.22, MIT
0.18247803924662948, 0.47, 0.52, 0.41, 0.5325392463785921, 0.49445954977638545, 0.53, 0.32, CYT
0.5044436253640903, 0.58, 0.35, 0.24, 0.5, 0.0, 0.44, 0.22, ME3
0.36, 0.43, 0.39, 0.12, 0.5, 0.0, 0.303902428747132, 0.22, ME3
0.65, 0.65, 0.52, 0.16, 0.5, 0.0, 0.6, 0.22, CYT
0.47, 0.47, 0.57, 0.48, 0.5, 0.0, 0.48, 0.22, MIT
