@relation  sonar
@attribute Band1 real[0.002,0.137]
@attribute Band2 real[0.001,0.234]
@attribute Band3 real[0.002,0.306]
@attribute Band4 real[0.006,0.426]
@attribute Band5 real[0.007,0.401]
@attribute Band6 real[0.01,0.382]
@attribute Band7 real[0.003,0.373]
@attribute Band8 real[0.006,0.459]
@attribute Band9 real[0.008,0.683]
@attribute Band10 real[0.011,0.711]
@attribute Band11 real[0.029,0.734]
@attribute Band12 real[0.024,0.706]
@attribute Band13 real[0.018,0.713]
@attribute Band14 real[0.027,0.997]
@attribute Band15 real[0.003,1.0]
@attribute Band16 real[0.016,0.999]
@attribute Band17 real[0.035,1.0]
@attribute Band18 real[0.038,1.0]
@attribute Band19 real[0.049,1.0]
@attribute Band20 real[0.066,1.0]
@attribute Band21 real[0.051,1.0]
@attribute Band22 real[0.022,1.0]
@attribute Band23 real[0.056,1.0]
@attribute Band24 real[0.024,1.0]
@attribute Band25 real[0.024,1.0]
@attribute Band26 real[0.092,1.0]
@attribute Band27 real[0.048,1.0]
@attribute Band28 real[0.028,1.0]
@attribute Band29 real[0.014,1.0]
@attribute Band30 real[0.061,1.0]
@attribute Band31 real[0.048,0.966]
@attribute Band32 real[0.04,0.931]
@attribute Band33 real[0.048,1.0]
@attribute Band34 real[0.021,0.965]
@attribute Band35 real[0.022,1.0]
@attribute Band36 real[0.008,1.0]
@attribute Band37 real[0.035,0.95]
@attribute Band38 real[0.038,1.0]
@attribute Band39 real[0.037,0.986]
@attribute Band40 real[0.012,0.93]
@attribute Band41 real[0.036,0.9]
@attribute Band42 real[0.006,0.825]
@attribute Band43 real[0.0,0.773]
@attribute Band44 real[0.0,0.776]
@attribute Band45 real[0.0,0.703]
@attribute Band46 real[0.0,0.729]
@attribute Band47 real[0.0,0.552]
@attribute Band48 real[0.0,0.334]
@attribute Band49 real[0.0,0.198]
@attribute Band50 real[0.0,0.082]
@attribute Band51 real[0.0,0.1]
@attribute Band52 real[0.001,0.071]
@attribute Band53 real[0.0,0.039]
@attribute Band54 real[0.001,0.035]
@attribute Band55 real[0.001,0.045]
@attribute Band56 real[0.0,0.039]
@attribute Band57 real[0.0,0.036]
@attribute Band58 real[0.0,0.044]
@attribute Band59 real[0.0,0.036]
@attribute Band60 real[0.001,0.044]
@attribute Type{R,M}
@inputs Band1, Band2, Band3, Band4, Band5, Band6, Band7, Band8, Band9, Band10, Band11, Band12, Band13, Band14, Band15, Band16, Band17, Band18, Band19, Band20, Band21, Band22, Band23, Band24, Band25, Band26, Band27, Band28, Band29, Band30, Band31, Band32, Band33, Band34, Band35, Band36, Band37, Band38, Band39, Band40, Band41, Band42, Band43, Band44, Band45, Band46, Band47, Band48, Band49, Band50, Band51, Band52, Band53, Band54, Band55, Band56, Band57, Band58, Band59, Band60
@outputs Type
@data
0.01, 0.017, 0.2025902327542636, 0.02, 0.02, 0.037, 0.11, 0.24134835010146452, 0.6458056420392371, 0.126, 0.088, 0.5941104391878728, 0.018, 0.226, 0.173, 0.213, 0.069, 0.228, 0.406, 0.397, 0.274, 0.369, 0.556, 0.485, 0.12167909489238612, 0.533, 0.526, 0.252, 0.209, 0.4381576705354167, 0.3953646789596799, 0.734, 0.612, 0.35, 0.395, 0.301, 0.541, 0.881, 0.986, 0.917, 0.612, 0.35736695135160507, 0.321, 0.32, 0.43, 0.365, 0.266, 0.158, 0.068, 0.029, 0.024, 0.012, 0.015806191155874682, 0.015, 0.008, 0.007, 0.005, 0.014338922462039376, 0.004, 0.012, R
0.032, 0.2211405453351654, 0.132, 0.141, 0.167, 0.171, 0.25731878125395596, 0.14, 0.208, 0.351, 0.179, 0.066, 0.051, 0.375, 0.542, 0.544, 0.515, 0.426, 0.202, 0.423, 0.772, 0.974, 0.939, 0.03258365472606003, 0.527, 0.683, 0.571, 0.543, 0.218, 0.215, 0.581, 0.632, 0.296, 0.7559005085674348, 0.297, 0.516, 0.615, 0.428, 0.548, 0.0407861993305353, 0.3608040542539218, 0.238, 0.196, 0.3070734115455005, 0.161724519797071, 0.10596500737871159, 0.112, 0.105, 0.051, 0.016, 0.056269165444250493, 0.02, 0.025, 0.013, 0.007, 0.014, 0.009, 0.014, 0.004, 0.01, R
0.13202264087554594, 0.055, 0.084, 0.032, 0.116, 0.092, 0.103, 0.061, 0.146, 0.284, 0.28, 0.372293722006095, 0.4401525112998561, 0.38, 0.563, 0.438, 0.262, 0.12, 0.668, 0.94, 0.783, 0.24770682641298203, 0.681, 0.917, 0.761, 0.822, 0.887, 0.609, 0.297, 0.161716238802, 0.132, 0.062, 0.04888483388370016, 0.03742298536757542, 0.9963499669070239, 0.5620476801269799, 0.192, 0.393, 0.429, 0.255, 0.115, 0.41300275206659054, 0.188, 0.144, 0.21836444397651691, 0.6889758885719292, 0.5340402761749087, 0.1176994221978121, 0.0025538313296981697, 0.018, 0.005, 0.008, 0.012, 0.023066340054400815, 0.012, 0.01, 0.008, 0.005, 0.005, 0.00837615889063481, R
0.016, 0.017, 0.035, 0.007, 0.019, 0.27665678081909584, 0.106, 0.07, 0.096, 0.025, 0.08, 0.106, 0.127, 0.14563684575041683, 0.11281247564633667, 0.3081899823679565, 0.283, 0.323, 0.324, 0.2959039278416671, 0.607, 0.765, 0.92, 0.972, 0.921, 0.754, 0.829, 0.891, 0.731, 0.69, 0.583, 0.494, 0.31, 0.031, 0.024, 0.111, 0.44594949486338287, 0.18152484624682108, 0.07, 0.045, 0.062, 0.142, 0.004360926475227095, 0.138, 0.037, 0.069, 0.087, 0.051, 0.08647817514847922, 0.02, 0.012, 0.009, 0.022, 0.018, 0.008, 0.007, 0.003, 0.004, 0.022064853300821235, 0.004, R
0.004, 0.006, 0.015, 0.03473832856042737, 0.031, 0.028, 0.04, 0.027, 0.032, 0.045, 0.049, 0.1, 0.142, 0.119, 0.063, 0.091, 0.8937907106787409, 0.143, 0.122, 0.11, 0.185, 0.3682770994478551, 0.3638446397008012, 0.571, 0.665, 0.1535861600566623, 0.765, 0.856, 0.6856017997734253, 0.922, 0.75, 0.721, 0.8716583640053073, 0.606, 0.502, 0.7600940080695073, 0.395, 0.428, 0.443, 0.375, 0.197, 0.051, 0.079, 0.127, 0.153, 0.069, 0.04, 0.053, 0.023, 0.007, 0.006, 0.006, 0.03471443923672532, 0.005, 0.006, 0.009, 0.004, 0.0, 0.005, 0.004, R
0.012, 0.043, 0.06, 0.3428183064593045, 0.06, 0.036, 0.053, 0.034, 0.6463629314690743, 0.212, 0.1696138051174613, 0.33180188831216695, 0.303, 0.202, 0.059, 0.5700085072680396, 0.7314849602585856, 0.381, 0.593, 0.63, 0.58, 0.457, 0.445, 0.369, 0.645, 0.894, 0.898, 0.06193832595784644, 0.333, 0.235, 0.8136419092811742, 0.8695498745021294, 0.434, 0.308, 0.302, 0.411, 0.55, 0.43944647642957196, 0.55, 0.502, 0.313, 0.28, 0.235, 0.23, 0.116, 0.072, 0.062, 0.032, 0.045, 0.017, 0.008, 0.008, 0.006, 0.005347191684494538, 0.019, 0.005, 0.03204395938851962, 0.032189005235254066, 0.015, 0.006, R
0.019, 0.061, 0.038, 0.18522294985484866, 0.139, 0.081, 0.057, 0.022, 0.104, 0.119, 0.124, 0.16, 0.352, 0.448, 0.377, 0.04549654395750177, 0.643, 0.679, 0.716, 0.547, 0.8027947627130884, 0.636, 0.5497324885199155, 0.9681349287294165, 0.5069234605028582, 0.486, 0.418, 0.246, 0.072, 0.061, 0.7120747521063486, 0.449, 0.598, 0.378, 0.25, 0.577, 0.885, 0.841, 0.357, 0.313, 0.61, 0.638, 0.271, 0.142, 0.126, 0.129, 0.079, 0.0120734552689999, 0.04751813441550316, 0.022, 0.036, 0.033, 0.013, 0.012, 0.037812107407677015, 0.002, 0.004, 0.004, 0.011, 0.008, R
0.004861510738232525, 0.05015253492494872, 0.09775507898995539, 0.083, 0.008, 0.02, 0.1094766427191153, 0.102, 0.202, 0.077, 0.177, 0.42691004680630523, 0.281, 0.272, 0.323, 0.346, 0.54, 0.791, 0.906, 0.87, 0.767, 0.5158315345155614, 0.415, 0.8189452209460888, 0.318, 0.348, 0.6617546575436728, 0.805, 0.629, 0.7176464751818326, 0.583, 0.9029050943702239, 0.412, 0.126, 0.249, 0.468, 0.538, 0.315, 0.214, 0.185, 0.168, 0.233, 0.102, 0.071, 0.062, 0.078, 0.076, 0.084, 0.059, 0.011487516539983339, 0.09177104853833351, 0.009, 0.034877836342872545, 0.013, 0.019, 0.0014862700902126427, 0.023, 0.018, 0.005, 0.004, R
0.021, 0.032, 0.042, 0.029, 0.012, 0.044, 0.13, 0.139, 0.07, 0.057, 0.087, 0.194, 0.6124540855205743, 0.187, 0.199, 0.328, 0.686, 0.581, 0.25, 0.7274713304134717, 0.336, 0.559, 0.2874754558036745, 0.701, 0.81, 0.89, 0.874, 0.789, 0.872, 0.938, 0.892, 0.751, 0.683, 0.761, 0.902, 1.0, 0.912, 0.739, 0.592, 0.406, 0.302, 0.233, 0.293, 0.23, 0.239, 0.191, 0.11, 0.03, 0.017, 0.038, 0.005, 0.04278717059124893, 0.004, 0.015, 0.011, 0.002, 0.01, 0.005, 0.020243865457420206, 0.008, R
0.026, 0.21658606307198902, 0.039, 0.39963618215863506, 0.1823215870245643, 0.132, 0.161, 0.214, 0.085, 0.056, 0.089, 0.5982263302077135, 0.153, 0.152, 0.185, 0.287, 0.201, 0.275, 0.502, 0.217, 0.5372143970511887, 0.526, 0.365, 0.41972340290893884, 0.516, 0.6480961055746526, 0.401, 0.365, 0.668, 0.866, 0.805, 0.408, 0.338, 0.509, 0.678, 0.731, 0.5085725146226056, 0.704, 0.885, 0.898, 0.775, 0.725, 0.39808461617773505, 0.776, 0.601, 0.451, 0.4945253384147132, 0.11029485480307948, 0.096, 0.03953393446270701, 0.021, 0.012276646668854318, 0.015, 0.01, 0.013, 0.02, 0.002, 0.02, 0.027746584696636205, 0.018, R
