@relation  yeast
@attribute Mcg real[0.11,1.0]
@attribute Gvh real[0.13,1.0]
@attribute Alm real[0.21,1.0]
@attribute Mit real[0.0,1.0]
@attribute Erl real[0.5,1.0]
@attribute Pox real[0.0,0.83]
@attribute Vac real[0.0,0.73]
@attribute Nuc real[0.0,1.0]
@attribute Class{MIT,NUC,CYT,ME1,ME2,ME3,EXC,VAC,POX,ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.64, 0.62, 0.49, 0.15, 0.5, 0.0, 0.53, 0.88053688474012, MIT
0.34436847706892726, 0.44, 0.57, 0.13, 0.5, 0.0, 0.54, 0.22, NUC
0.55, 0.5, 0.66, 0.36, 0.5, 0.0, 0.49, 0.22, MIT
0.41, 0.53, 0.45, 0.14, 0.5, 0.0, 0.52, 0.66, ME3
0.6587852926013957, 0.46, 0.55, 0.43, 0.9089712778592881, 0.0, 0.55, 0.38027926357003844, NUC
0.34, 0.7281973688905586, 0.6820734148128129, 0.09, 0.5, 0.0, 0.55, 0.22, CYT
0.12634931529088628, 0.49, 0.58, 0.23, 0.5, 0.4978516024066721, 0.44, 0.01456728414971551, MIT
0.28, 0.58, 0.21, 0.13, 0.8371529993221986, 0.0, 0.51, 0.22, ME3
0.8, 0.63, 0.47887285992942585, 0.29, 0.5, 0.4861964488137039, 0.51, 0.22, EXC
0.78, 0.75, 0.7519141322471933, 0.8267257194562642, 0.5, 0.0, 0.3290672806485247, 0.22, MIT
0.1703198831552453, 0.20158107322677532, 0.8172417395508945, 0.27, 0.9662101906645602, 0.0, 0.37, 0.22, CYT
0.5312948757785594, 0.32, 0.57, 0.19, 0.5, 0.0, 0.48, 0.55, NUC
0.35310710589939426, 0.51, 0.5, 0.16, 0.5, 0.0, 0.52, 1.0, NUC
0.64, 0.62, 0.29, 0.5744391029175462, 0.5, 0.0, 0.51, 0.22, MIT
0.55, 0.53, 0.55, 0.46, 0.5, 0.0, 0.52, 0.18584859468644685, MIT
