@relation  glass
@attribute RI real[1.51115,1.53393]
@attribute Na real[10.73,17.38]
@attribute Mg real[0.0,4.49]
@attribute Al real[0.29,3.5]
@attribute Si real[69.81,75.41]
@attribute K real[0.0,6.21]
@attribute Ca real[5.43,16.19]
@attribute Ba real[0.0,3.15]
@attribute Fe real[0.0,0.51]
@attribute TypeGlass{1,2,3,4,5,6,7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs TypeGlass
@data
1.52222108, 13.21045, 3.7716, 0.79076, 71.9884, 0.13041, 10.2452, 0.0, 0.0, 1
1.51755118, 13.603772617609653, 3.65935, 1.1888, 72.7892, 0.57132, 8.27064, 0.0, 0.45011882461144564, 1
1.515706, 11.135728682725627, 3.46179, 2.58917069879574, 73.198, 5.363399792156042, 8.08772, 0.0, 0.12153227870388242, 1
1.52171992, 13.5097, 3.8614, 0.88064, 71.7924, 0.22977, 9.54032, 0.0, 0.47654653927929386, 1
1.51755118, 12.99765, 3.60098, 1.35893, 71.04581743902429, 0.57132, 11.954130979907731, 0.0, 0.0561, 1
1.51784732, 13.7745, 3.48873, 1.5546403582777457, 73.85415157177582, 4.022226921658085, 8.48584, 0.0, 0.0, 1
1.5157026239252538, 12.57205, 3.47077, 0.3285051535136311, 73.3884, 0.60237, 8.5504, 0.0, 0.0306, 1
1.52171992, 15.309018805962758, 3.74017, 1.4626180950348773, 72.0108, 0.18009, 9.60488, 0.0, 0.0357, 1
1.523236052254994, 14.049235315737135, 2.4071896375569493, 1.42955, 73.1476, 1.2524413710861564, 10.83836919652493, 1.1832080874552968, 0.0, 1
1.51796122, 12.7383, 0.15872882322145832, 1.3493, 72.9572, 0.63963, 8.67952, 0.0, 0.0, 1
1.51748284, 12.858, 3.56057, 1.26905, 71.87368807490536, 2.298951591076085, 15.450573790860497, 0.0, 0.0867, 1
1.5178638252103687, 12.7782, 3.61894, 1.29152, 72.7892, 0.58995, 8.70104, 0.0, 0.0, 1
1.5150857766122827, 13.46315, 3.82997, 1.25942, 72.5484, 0.57132, 8.20608, 0.0, 0.0714, 2
1.5159338, 13.25035, 3.44832, 1.42955, 73.17, 0.60858, 7.86176, 0.0, 0.0, 2
1.51789288, 13.467665219881493, 3.90181, 1.30115, 72.33, 0.28713246283753135, 8.4428, 0.0, 0.1428, 2
1.51818902, 12.6186, 1.545649967581418, 0.82928, 73.07774706711707, 0.34776, 9.42196, 0.0, 0.102, 2
1.51846238, 13.0974, 3.96916, 1.1888, 72.442, 0.5145817588909021, 8.43204, 0.0, 0.0, 2
1.51841682, 13.0176, 2.293389586150504, 1.0604, 72.3412, 0.63963, 9.13144, 0.0, 0.11991973465073848, 2
1.52739214, 11.0226, 0.0, 0.74903, 73.0804, 0.0, 14.96336, 0.0, 0.0, 2
1.5335639737418654, 13.33015, 1.5396081618940478, 1.4585650987407577, 72.778, 3.4937759352228084, 15.92645272945437, 0.16492534306946335, 0.0, 2
1.51591102, 13.0176, 3.57853, 1.5098, 73.1196, 0.68931, 7.9586, 0.0, 0.0, 2
1.51841682, 12.93115, 0.28301019404153577, 1.10855, 72.2796, 0.63963, 8.95928, 0.0, 0.1122, 2
1.51800678, 13.7092, 3.92875, 1.53869, 71.8092, 0.54027, 15.469957042541346, 0.0, 0.26175434935645997, 2
1.51591102, 12.8181, 3.52016, 1.90142, 73.39512291637834, 0.68931, 7.96936, 0.0, 0.0, 2
1.5241671632096538, 12.5521, 3.47975, 1.86932, 73.2316, 0.62721, 8.07696, 2.8992787546942194, 0.459, 2
1.51654886, 12.7516, 2.85115, 1.43918, 73.2708, 0.57132, 6.728642202778403, 0.11025, 0.1122, 2
1.51846238, 13.40995, 0.9227004924539245, 0.549411935529069, 72.3804, 0.50922, 8.2814, 0.5245143407430766, 0.0, 2
1.52210718, 14.188, 1.647193526138364, 0.9777718416759213, 71.3612, 0.22977, 9.1422, 0.0, 0.1887, 3
1.520742983934561, 13.64935, 3.65935, 1.10855, 72.7724, 0.11178, 15.490675656716498, 0.0, 0.0, 3
1.51654886, 13.40995, 3.38995, 1.27868, 72.638, 1.2922015856164977, 8.64724, 0.3004652799690294, 0.0, 3
1.52119598, 12.97105, 0.32777, 1.5098, 70.47349587381433, 2.4437524420683627, 11.27268, 1.5178740322747906, 0.1428, 5
1.51666276, 13.336318485796525, 2.271166580613043, 1.8308, 73.8812, 0.96876, 5.995910568387692, 0.0, 0.10428909311869393, 5
1.52058092, 14.254705239065155, 1.61191, 2.17106, 72.1788, 0.75762, 9.70172, 0.2394, 0.2601, 5
1.5196925, 11.495334151712091, 0.0, 0.55964, 69.90396743646217, 0.0, 11.21888, 0.0, 0.0, 6
1.51682222, 14.5604, 0.0, 1.97846, 73.2876, 0.0, 8.51812, 1.5687, 0.0357, 7
1.51645774, 14.93945, 0.0, 1.053062870822163, 73.1084, 0.0, 8.66876, 1.3797, 0.408723598140926, 7
1.516711128718588, 11.406842047094099, 1.83192, 1.31078, 70.90179949171184, 0.3105, 6.697327763891622, 1.67895, 0.0, 7
1.51609326, 15.126, 0.0, 2.51132, 73.0524, 0.04968, 8.83016, 2.436385195640937, 0.4816760259404956, 7
1.51602492, 14.853, 0.0, 1.7494473642831314, 73.282, 0.0, 8.75484, 0.63945, 0.459, 7
1.51566044, 13.29025, 3.44832, 1.21127, 72.7388, 0.5589, 8.57192, 0.0, 0.0, 1
1.5190091, 13.48975, 3.47975, 1.3493, 71.9492, 0.55269, 9.00232, 0.0, 0.3885979695195793, 1
1.530925129538275, 12.93115, 3.53812, 1.61894, 74.58317266184211, 0.63963, 8.03392, 2.7056970874908606, 0.1071, 2
1.51613882, 13.8821, 1.77804, 1.78907, 73.0972, 0.0, 8.66876, 1.299823288246948, 0.0, 7
1.52099096, 13.68925, 3.592, 1.12139, 72.77706876916976, 0.08694, 9.40044, 0.0, 0.0, 1
1.5195612560608776, 12.7915, 3.5022, 1.12139, 73.03, 0.63963, 8.7656, 0.0, 0.0, 1
1.5215149, 13.05085, 4.255880367543055, 0.87101, 72.218, 0.19251, 9.85236, 0.0, 0.20234466038698906, 1
1.51734616, 13.0176, 3.53812, 2.696565186136068, 72.82176818697987, 0.54027, 8.4428, 0.0, 0.0357, 1
1.51777898, 13.21045, 3.38995, 1.33004, 72.7612, 0.58995, 8.59344, 0.0, 0.0, 1
1.5215149, 13.05085, 3.65037, 0.87101, 72.3188, 0.19251, 9.85236, 0.0, 0.0867, 1
1.51761952, 12.81145, 3.53812, 0.7710967818789874, 73.2372, 0.57753, 13.003562695415123, 0.3564842078849869, 0.0, 1
1.51750562, 12.8181, 2.4823925020108915, 1.49054, 72.75, 0.54027, 8.51812, 0.9615038135930671, 0.0969, 1
1.524152010236057, 13.9885, 3.3778255238518646, 0.71051, 71.39466223831863, 0.5510426989200159, 9.82008, 0.0, 0.051, 1
1.51925968, 15.848099845530953, 3.33158, 1.27868, 72.358, 0.60237, 9.1422, 0.0, 0.39765432839227244, 1
1.51618438, 13.52965, 0.5495580315961405, 1.53869, 72.9908, 5.783186990889531, 7.358164566766509, 0.0, 0.0, 1
1.51768786, 12.65185, 3.56057, 1.30115, 73.0804, 3.553875899560255, 8.69028, 2.8833447261674667, 0.0714, 1
1.51768786, 14.664959984963051, 0.6647649638668554, 1.29152, 73.702, 0.5589, 9.05612, 0.0, 0.1224, 1
1.51645774, 13.308579478717544, 3.55159, 1.24979, 72.8116, 0.6831, 8.09848, 0.0, 0.0, 2
1.5233745956584914, 13.8023, 3.15198, 2.4405670716172474, 70.5716, 0.08073, 11.63852, 0.0, 0.0, 2
1.5305066864192338, 12.99765, 3.57853, 1.53869, 72.8284, 0.60858, 8.04468, 0.0, 0.0, 2
1.523848839828125, 13.01095, 3.5022, 1.48091, 72.96718228294448, 0.60237, 8.12, 0.11457756065404451, 0.0, 2
1.5170728, 13.7225, 3.6818, 1.81154, 72.0612, 0.63963, 7.88328, 0.022052470099193155, 0.0, 2
1.5274959613733705, 12.9378, 0.42111247761899434, 1.25942, 72.75, 0.5589, 13.674391099932695, 0.0, 0.0, 2
1.51689056, 13.33015, 3.53812, 1.60931, 72.5428, 6.152906229187014, 8.10924, 0.0, 0.06243160744021451, 2
1.5293679388137436, 13.23705, 3.90181, 1.41029, 72.33, 0.55269, 8.284358786599329, 0.0, 0.04545612900877747, 2
1.51839404, 12.85135, 3.66833, 1.24016, 75.12655390293257, 0.621, 8.67952, 0.0, 0.1785, 2
1.5159338, 13.09075, 3.592, 1.2999984697438773, 73.01794562380945, 0.67068, 7.82948, 0.14699704132438568, 0.0, 2
1.5184396, 16.48443701016587, 3.75813, 1.0829821058136835, 72.4028, 0.57753, 8.31107011755022, 0.0, 0.40571909235457865, 2
1.51632106, 17.34361648448827, 3.56955, 1.57079, 72.8676, 0.60858, 7.89404, 0.5096040128054107, 0.0, 2
1.53393, 12.2994, 0.0, 0.99941, 70.1628, 0.07256828618295684, 7.047475866595627, 0.0, 0.1224, 2
1.5120512960992105, 12.63855, 0.0, 0.66878, 70.81454720002705, 0.0621, 14.40384, 0.0, 0.10823073656257026, 2
1.51591102, 13.23705, 3.34056, 1.47128, 73.0972, 0.39123, 8.21684, 0.0, 0.31513685458459356, 2
1.52121876, 14.0284, 3.75813, 0.5789, 71.7924, 0.11178, 9.64792, 0.0, 0.0, 3
1.51796122, 13.50305, 1.6873030308301802, 2.207986672110387, 71.938, 0.57132, 8.80864, 0.17817022655582293, 0.459, 3
1.527354248221443, 13.33015, 3.34056, 1.53869, 72.1396, 0.5589, 8.99156, 0.0, 0.0, 3
1.5132002, 12.99765, 2.273781542026853, 3.0185, 70.7004, 6.21, 13.06449301346077, 0.0, 0.0, 5
1.52042146, 13.3767, 0.0, 1.40066, 72.2516, 4.05403466674826, 12.49932, 0.0, 0.0, 5
1.51828014, 14.46065, 2.24051, 1.61894, 72.3804, 0.0, 9.26056, 0.0, 0.0, 6
1.51299518, 14.4008, 1.74212, 1.53869, 74.5476, 0.3852835210215495, 7.59276, 0.0, 0.0, 6
1.51652608, 14.513285962902774, 0.0, 1.1888, 75.1804, 2.70135, 8.927, 1.4697094313729808, 0.17127086294378874, 7
1.52064926, 16.141877979061537, 0.0, 1.7952566612268, 73.422, 1.1314265757662771, 10.3677893389896, 1.64115, 0.0, 7
1.51545542, 14.14145, 0.0, 2.68145, 73.3884, 0.08073, 7.791867135791543, 0.6111, 0.0255, 7
1.5171867, 14.75325, 0.0, 2.00093, 70.24548915843374, 0.0, 8.52888, 1.59075, 0.0408, 7
1.51727782, 14.754044067953723, 0.0, 2.34119, 73.282, 0.0, 8.94852, 0.6615, 0.0, 7
1.51766508, 13.21045, 3.69078, 0.9399972874834195, 72.61, 0.06622401367552205, 8.21684, 0.0, 0.0, 1
1.51643496, 11.571367969403827, 3.52016, 1.1182038983442364, 73.08113729772883, 0.57132, 8.52888, 0.0, 0.26255407664984326, 3
1.52247166, 14.85965, 4.41388140692466, 2.05871, 70.258, 0.75762, 9.75552, 0.0, 0.0, 7
1.51910022, 13.90205, 3.73119, 1.17917, 72.1228, 0.0621, 8.89472, 0.0, 0.1839112038709948, 1
1.51795549089932, 13.21045, 4.361412753297811, 1.41029, 72.638, 6.119041161217969, 8.43204, 0.0, 0.0, 1
1.51215232, 13.451646553131669, 3.47077, 1.12139, 72.9796, 0.621, 8.34596, 2.0304005713272844, 0.1581, 1
1.51784732, 12.67845, 3.66833, 2.2944923218745954, 73.1084, 0.60858, 5.769626213158394, 0.0, 0.0, 1
1.51823458, 12.8713, 3.47975, 1.29152, 73.48162620920493, 0.60237, 8.43204, 0.0, 0.4781766771008672, 1
1.51761952, 12.642081994922385, 3.65935, 1.26905, 73.0076, 0.60237, 12.86433096050153, 0.0, 0.0, 1
1.51782454, 12.69175, 3.53812, 1.33967, 72.9516, 0.57132, 8.75484, 0.0, 0.0, 1
1.51837126, 13.1373, 2.84217, 1.27868, 72.98034019268358, 0.55269, 9.06688, 0.32505459089881145, 0.0, 1
1.528949223536602, 12.8713, 3.47975, 1.33004, 70.64508204483313, 0.5589, 8.43204, 0.0, 0.09357849431773148, 1
1.5305574544782348, 12.73165, 0.2598550762235781, 2.4438691060486875, 72.9516, 0.621, 8.75484, 0.0, 0.4863498383216443, 1
1.5229956, 13.3102, 3.57853, 0.81965, 71.9884, 0.11799, 6.554137398592228, 0.0, 0.0153, 1
1.52212996, 14.20795, 3.82099, 0.46976, 73.31000080398749, 0.11178, 9.5726, 2.569022965202812, 0.0, 1
1.5262533722857161, 13.62036537649584, 3.33158, 1.49054, 73.282, 3.787331121032436, 8.275560258833124, 0.0, 0.0, 2
1.5277764644744496, 12.77813162933526, 3.65935, 1.4673428003413935, 72.5092, 0.57753, 8.5504, 0.5990365403585686, 0.0612, 2
1.52176548, 13.7491, 2.947515963366608, 1.35893, 72.19, 0.32913, 8.450071356226708, 0.0, 0.0, 2
1.5160477, 12.8979, 3.43934, 1.44881, 73.58, 0.44091, 8.27064, 0.0, 0.0, 2
1.52474966, 11.4482, 2.446109825755961, 1.175127398568468, 73.69964834061676, 0.8073, 13.24176, 0.0, 0.1734, 2
1.51645774, 13.4033, 3.48873, 1.51943, 72.6492, 5.583210206637907, 8.07696, 0.0, 0.051, 2
1.5142715248500234, 14.4274, 0.9661094133081171, 0.99941, 70.60851656444336, 0.09936, 11.917143176963354, 0.0, 0.0408, 2
1.51625272, 13.35675, 3.57853, 1.3744291271372766, 72.722, 0.44712, 5.627676193443517, 0.0, 0.0, 2
1.51859906, 13.35675, 3.43036, 1.42955, 72.2628, 0.50922, 8.6042, 0.0, 0.3102466208977268, 2
1.5173006, 11.839973145243706, 2.72094, 1.62857, 72.8676, 0.7419918774259258, 9.22828, 0.0, 0.32993027445392925, 2
1.52019366, 13.98185, 1.35149, 1.62857, 71.7588, 0.39123, 10.56252, 0.0, 0.51, 2
1.5167311, 12.8713, 3.56057, 1.64141, 73.142, 0.65205, 7.99088, 0.0, 0.3229627963744483, 2
1.51595658, 13.0176, 3.0750870531297028, 1.53869, 71.79413294208798, 4.406630287400128, 7.9048, 0.0, 0.22392855943970583, 2
1.5291453650201894, 12.7915, 3.52016, 1.53869, 70.21649855779636, 0.65826, 7.9048, 0.0, 0.0, 2
1.51645774, 13.03755, 3.39893, 1.25942, 73.0076, 0.52164, 8.58268, 0.0, 0.0, 3
1.51693612, 12.858, 3.57853, 1.31078, 72.61, 0.60858, 8.656177661750974, 0.0, 0.06697640712535391, 3
1.5171160696601975, 13.23705, 3.56955, 1.3814, 72.6996, 0.5589, 8.4428, 0.0, 0.051, 3
1.523679, 14.463485994228042, 3.2240087541271953, 1.58042, 72.218, 3.70755839633, 12.24108, 0.5836641160034723, 0.0, 5
1.51853072, 14.08825, 2.19112, 1.66067, 72.6716, 0.0, 9.32512, 0.0, 0.0, 6
1.51905466, 14.0018, 2.38868, 1.56116, 72.3692, 0.0, 9.5726, 1.6405000934355196, 0.0, 6
1.51556932, 13.8688, 0.0, 2.54021, 73.2316, 2.779378633536254, 9.4112, 0.80955, 0.0051, 7
1.5163894, 17.18924013267719, 0.0, 2.73923, 72.8508, 0.0, 9.45424, 0.53865, 0.0, 7
1.52315506, 13.4432, 3.34056, 1.23053, 72.3804, 0.09295172031106234, 8.83016, 3.148607558116458, 0.0, 7
1.5161616, 14.95275, 0.0, 0.3074406427721122, 73.2988, 0.0, 8.7118, 0.67095, 0.0, 7
