@relation  ecoli
@attribute Mcg real[0.0,89.0]
@attribute Gvh real[1.0,88.0]
@attribute Lip real[1.0,48.0]
@attribute Chg real[1.0,5.0]
@attribute Aac real[0.0,88.0]
@attribute Alm1 real[1.0,94.0]
@attribute Alm2 real[0.0,99.0]
@attribute Site{cp,im,imS,imL,imU,om,omL,pp}
@inputs Mcg, Gvh, Lip, Chg, Aac, Alm1, Alm2
@outputs Site
@data
7.0, 4.0, 48.0, 5.0, 54.0, 35.0, 44.0, cp
42.0, 24.0, 48.0, 5.0, 57.0, 27.0, 72.7857618336067, cp
25.0, 48.0, 48.0, 5.0, 44.0, 17.0, 29.0, cp
51.0, 54.0, 48.0, 5.0, 84.63566293675352, 54.30637917907591, 43.0, cp
36.0, 39.0, 48.0, 5.0, 48.0, 22.0, 23.0, cp
25.0, 4.0, 48.0, 4.889632869486146, 47.0, 33.0, 29.256236012851872, cp
43.0, 39.0, 48.0, 5.0, 47.0, 31.0, 41.0, cp
24.0, 35.0, 48.0, 5.0, 31.0, 19.0, 31.0, cp
4.0, 5.0, 48.0, 5.0, 45.0, 39.0, 47.0, cp
43.0, 4.0, 48.0, 5.0, 39.0, 28.0, 39.0, cp
38.392422082692484, 33.0, 48.0, 5.0, 43.0, 33.0, 43.0, cp
18.0, 3.0, 48.0, 5.0, 46.0, 24.0, 35.0, cp
44.0, 51.0, 48.0, 5.0, 47.0, 26.0, 36.0, cp
15.550310308008992, 42.0, 48.0, 5.0, 45.0, 25.0, 35.0, cp
41.0, 43.0, 48.0, 1.1197316665481152, 45.0, 31.0, 41.0, cp
34.0, 55.0, 48.0, 5.0, 40.78826713207836, 31.0, 41.0, cp
53.0, 42.0, 48.0, 5.0, 16.0, 29.0, 39.0, cp
64.0, 76.0, 48.0, 5.0, 45.0, 35.0, 38.0, cp
57.0, 54.0, 48.0, 5.0, 37.0, 28.0, 33.0, cp
32.0, 33.0, 48.0, 5.0, 6.0, 6.0, 2.0, cp
4.0, 46.0, 48.0, 5.0, 42.0, 35.0, 44.0, cp
23.0, 34.0, 48.0, 5.0, 43.0, 26.0, 37.0, cp
3.0, 9.345743379868972, 48.0, 5.0, 49.0, 22.0, 33.0, cp
17.0, 52.0, 48.0, 5.0, 49.0, 37.0, 46.0, cp
36.0, 42.0, 48.0, 5.0, 53.0, 32.0, 41.0, cp
4.0, 41.0, 48.0, 5.0, 55.0, 22.0, 57.7873770200618, cp
22.0, 34.0, 48.0, 5.0, 42.0, 29.0, 39.0, cp
27.0, 32.92338617307213, 48.0, 5.0, 37.0, 79.25950611179218, 43.0, cp
6.0, 61.0, 48.0, 5.0, 49.0, 92.0, 37.0, im
63.0, 49.59153967923288, 48.0, 5.0, 51.0, 82.0, 84.0, im
44.38753568716057, 47.0, 48.0, 5.0, 57.0, 78.0, 8.0, im
47.0, 69.86192292181354, 48.0, 5.0, 58.0, 71.0, 75.0, im
47.0, 59.0, 48.0, 5.0, 52.0, 76.0, 79.0, im
63.0, 5.0, 48.0, 5.0, 59.0, 85.0, 86.0, im
31.0, 5.0, 48.0, 1.7140783250131828, 57.0, 84.0, 12.115424175307952, im
74.0, 44.0, 48.0, 3.0034277751118474, 55.0, 88.0, 89.0, im
34.0, 51.0, 48.0, 5.0, 67.0, 9.0, 19.287628409752536, im
2.0, 46.0, 48.0, 5.0, 57.0, 78.0, 81.0, im
43.123455497464974, 55.0, 48.0, 3.586648513233906, 51.0, 72.0, 76.0, im
37.0, 47.0, 48.0, 5.0, 39.0, 76.0, 79.0, im
58.0, 55.0, 48.0, 5.0, 57.0, 7.0, 74.0, im
61.0, 66.0, 48.0, 5.0, 46.0, 87.0, 88.0, im
52.0, 54.0, 10.305415998284102, 5.0, 62.0, 36.72202629310126, 79.0, im
1.0, 49.0, 48.0, 5.0, 41.0, 67.0, 21.0, im
72.0, 42.0, 48.0, 5.0, 65.0, 77.0, 79.0, imU
79.0, 41.0, 48.0, 5.0, 66.0, 81.0, 83.0, imU
83.0, 48.0, 48.0, 5.0, 65.0, 76.0, 79.0, imU
81.0, 44.0, 48.0, 5.0, 9.798430514009304, 67.0, 68.0, imU
63.0, 42.0, 48.0, 5.0, 48.0, 30.0624669855606, 8.0, imU
86.0, 39.0, 48.0, 5.0, 59.0, 89.0, 9.0, imU
87.0, 49.0, 48.0, 5.0, 61.0, 76.0, 79.0, imU
78.0, 68.0, 48.0, 5.0, 83.0, 4.0, 29.0, om
74.0, 9.0, 48.0, 5.0, 57.0, 53.0, 29.0, om
75.0, 76.0, 48.0, 5.0, 83.0, 33.73805777675893, 3.0, om
74.0, 78.0, 48.0, 5.0, 75.0, 54.0, 15.0, om
71.0, 46.0, 1.0, 5.0, 52.0, 59.0, 3.0, omL
67.0, 7.0, 48.0, 5.0, 46.0, 45.0, 33.0, pp
67.0, 11.859131729895978, 48.0, 5.0, 54.0, 49.0, 23.0, pp
71.0, 71.0, 48.0, 5.0, 4.0, 54.0, 39.0, pp
68.0, 82.0, 48.0, 5.0, 38.0, 65.0, 56.0, pp
32.0, 39.0, 48.0, 5.0, 53.0, 28.0, 38.0, pp
64.0, 84.0, 48.0, 5.0, 37.0, 45.0, 4.0, pp
63.0, 8.0, 48.0, 5.0, 46.0, 31.0, 29.0, pp
62.0, 78.0, 48.0, 5.0, 47.0, 49.0, 54.0, pp
62.0, 83.0, 48.0, 5.0, 46.0, 36.0, 4.0, pp
56.0, 54.0, 48.0, 5.0, 43.0, 37.0, 3.0, pp
61.0, 6.0, 48.0, 5.0, 44.0, 39.0, 38.0, pp
